class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9
0, 0.2197181633820394, 0.3305344194493418, 0.4210497635132775, 0.4045316334232794, 0.8796349275655104, 0.8771690864126193, 0.59271876686859, 0.8258684236599624, 0.58757118196079, 0.4000697395144089
0, 0.2527703534224256, 0.35746152418574434, 0.31418326498389654, 0.4498588773137183, 0.8741115940801177, 0.8059140173286142, 0.5128139895075166, 0.7773010997721194, 0.49712342504315693, 0.35925681491132877
0, 0.35222747993690745, 0.31556265493060437, 0.43512788447431483, 0.4525230646053423, 0.7265902677762645, 0.8229086481410779, 0.6918755578762423, 0.8540533042702864, 0.5854344696182857, 0.33294868872703276
0, 0.19668521311077597, 0.45501212932645785, 0.470078316577824, 0.38602616484278784, 0.9021401247319957, 0.8483591473964084, 0.6279324444946215, 0.7630400607681892, 0.5716543583058157, 0.5690366761807241
0, 0.07125994488066144, 0.41642728369367815, 0.5241878060878739, 0.4125678033694645, 0.9213973372260491, 0.754736476423385, 0.6601172730832872, 0.8053644440040952, 0.6366625599002916, 0.4887647601130801
0, 0.21436326764078828, 0.3680070787544574, 0.4431212754214494, 0.47449647804469597, 0.8923785752921166, 0.7765042152077679, 0.5933407658031125, 0.7289857657122099, 0.5914792954508012, 0.470417246411817
0, 0.10911549061411259, 0.3195669896735024, 0.43114079518223797, 0.4020111052369412, 0.809673572326962, 0.7504012272428654, 0.6878316827840715, 0.7396456289837842, 0.5433066035370719, 0.3505189640450279
0, 0.17494670063959233, 0.396998157402866, 0.38008481384966847, 0.45959753447849083, 0.8824791950420009, 0.830370821337791, 0.6849630081745407, 0.8208497638627432, 0.4667018845759883, 0.39701684974706675
0, 0.21266323470785015, 0.2788164296035102, 0.409138797096488, 0.4533598995211363, 0.7939292533675684, 0.7068337615612951, 0.5453621741385333, 0.8066524654050662, 0.5342666556834543, 0.2608638854775116
0, 0.28112734647184234, 0.31498170658960456, 0.311540342469103, 0.4201929511999095, 0.835075823237688, 0.7860879225956462, 0.722031745583737, 0.7030410515538822, 0.4941192060570029, 0.27839435824338077
0, 0.22205813530237636, 0.3624345480334584, 0.4539315480972774, 0.4316004192731173, 0.8672451433375258, 0.8812140348704824, 0.5975599860288385, 0.9457709964001453, 0.4950317319332126, 0.4039734513575392
0, 0.26552580035706236, 0.3646420191683126, 0.4533108141151484, 0.3145517108604572, 0.8150030303227782, 0.7606921126944653, 0.5454567264439513, 0.7114293734931801, 0.5674822895700072, 0.4003282860068515
0, 0.2805775397361898, 0.3939237376884023, 0.36854761522178053, 0.39530854162019113, 0.7115227209040137, 0.7892612809691366, 0.7708330834282973, 0.7003315829452756, 0.5739669214294413, 0.2877057740916003
0, 0.17610108678695852, 0.40100812598592206, 0.4619231924659592, 0.4604293576748066, 0.8067836870882182, 0.7842178218502887, 0.6892104529690483, 0.8008514151722317, 0.4763507560509144, 0.3085633319839021
0, 0.29632849739136463, 0.4490876492967642, 0.37998176572095266, 0.4867659435325899, 0.9238053033907031, 0.6941358566107046, 0.5971196827558469, 0.8475494567191784, 0.6149920849241084, 0.41560804351745706
0, 0.2487050422061602, 0.34927919986213657, 0.4466112884858562, 0.4264224573927446, 0.7734843498491356, 0.8280191791093547, 0.5961582833817267, 0.8370831269196474, 0.469398740750822, 0.4014954873431286
0, 0.23647062901911842, 0.35551122128398527, 0.43811837610121773, 0.4891627066952293, 0.8805479344928934, 0.7768777538153564, 0.5842302278075509, 0.8041930050530072, 0.4997208950840574, 0.3538225758714888
0, 0.33609068691175703, 0.48777434481752985, 0.3913065804089788, 0.3981074647116886, 0.7892622304479012, 0.7880845999594128, 0.6972657448992912, 0.7799428646917005, 0.6650758916100196, 0.5128338396535477
0, 0.35153207494843397, 0.32494896403621565, 0.41681081760830535, 0.367236800689417, 0.8850592053385816, 0.8252864311928815, 0.5364058128499406, 0.9280854717791209, 0.573263518304956, 0.48596232025065406
0, 0.3111451995909382, 0.3583003035645638, 0.40627825090647424, 0.3061350780636427, 0.7998367535793651, 0.785133094626341, 0.6866889405555302, 0.7436929885399122, 0.5700366027491458, 0.339067055393586
0, 0.21912571715806076, 0.42226195368320585, 0.41519313664531177, 0.5217465842381422, 0.9092467204087352, 0.7677855626984209, 0.6546466460392111, 0.9222497440470293, 0.4752193657911136, 0.3238315229408983
0, 0.2946419842961884, 0.3974143987698345, 0.4327459007803713, 0.46664489828348604, 0.7889891755566997, 0.7982275833840672, 0.4956290727170734, 0.7075880973612075, 0.44766988761308535, 0.330037999530534
0, 0.1277520669751963, 0.32598923605127456, 0.4647875811285691, 0.44375750611949283, 0.904173373563855, 0.713489352773851, 0.6073278036698996, 0.7871323359424024, 0.6705093584132601, 0.3835897819704645
0, 0.261789471859671, 0.45756575022866763, 0.4419196294459154, 0.4538954200829378, 0.9398562388806705, 0.7814695958147166, 0.5579263409316225, 0.8907328511509628, 0.46794680782482256, 0.41702188459981426
0, 0.1940294316468202, 0.3276078051884354, 0.4582361653520753, 0.44616300923195396, 0.8303146322230839, 0.7914206505625436, 0.5452192872590769, 0.9300802536411376, 0.547617168193572, 0.3827695772424656
0, 0.2863622969857695, 0.4136879117674351, 0.34787371539154793, 0.4224943694554033, 0.8346349601496263, 0.7718800411374009, 0.695367289841625, 0.7465117738366526, 0.5475677795526013, 0.367039744719358
