class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.4872474788472947, 0.7227824987451216, 0.46682892763770933, 0.5714689689228742, 0.4274540071841618, 0.3798673171732769, 0.34946600156396734, 0.4341664206390662, 0.5785312638800895, 0.6911580207509663, 0.5788142860026628, 0.52978389253802, 0.3774196975190465, 0.2055468960196029, 0.2874009953976239, 0.517186265996262, 0.6585469245969137, 0.6318418897269273, 0.5509183758465807, 0.46517154325141813, 0.492938964611904, 0.598161649715808, 0.30524109648352454, 0.31342824190165525, 0.35417449977681426, 0.5114102104625728, 0.34454742548966294, 0.604033782025826, 0.433928825390079, 0.3005339846867338, 0.4206187714149081, 0.5114921907026112, 0.6014070808045544, 0.47273523892820885, 0.8518956827567913, 0.5065324035413074, 0.522918910093184, 0.5074466065692674, 0.666785836340572, 0.4412326289345862, 0.48642665242156885, 0.4415267983102342, 0.7029355142389, 0.5137193943803678, 0.40016795214847445, 0.6399514461909748, 0.3034110798240896, 0.5940550293475055, 0.3179495684874251, 0.46478255917693284
0, 0.591590433669487, 0.4165518894387003, 0.44148618433367415, 0.6344325361218631, 0.39051139087216485, 0.15444442272831663, 0.143107772108297, 0.48835499044166075, 0.5509094065578279, 0.5111887849856699, 0.4794261094401258, 0.37599976329960355, 0.40598880572599977, 0.01654551963515807, 0.28493948232188093, 0.43538778762896174, 0.7780422699592091, 0.6648604710816697, 0.6647581518430951, 0.41333502192706756, 0.4810002827975309, 0.6152988368850274, 0.29056225211278536, 0.2001621143988211, 0.3243300259858606, 0.4161287492121557, 0.2970831623333461, 0.6611688998589563, 0.38509419928563837, 0.12222052670542066, 0.4012594923207113, 0.5001574588487162, 0.4884031432944841, 0.48488829065961425, 0.8893548451027592, 0.4922291691520166, 0.47133999136969207, 0.44802486788933793, 0.6696342077977746, 0.36465135619573025, 0.5792549892085557, 0.49060284950396976, 0.7847709408521297, 0.6476624321567453, 0.40037499916543207, 0.7170979558206665, 0.2498870503369507, 0.6586168461975082, 0.34034254711672723, 0.5444040545927374
0, 0.5020469730556684, 0.6894597162324817, 0.46968976717110533, 0.5782047874789822, 0.422521190145397, 0.35781182052271815, 0.3332613241828151, 0.4490144423767736, 0.5741916574038793, 0.6778309196892064, 0.5572987437915851, 0.5200884075980827, 0.38542196377834076, 0.17969933004098024, 0.2811205581718934, 0.5058329849087485, 0.6803068780905362, 0.6472503735171817, 0.5709455433173789, 0.4569101692784405, 0.4906575566293327, 0.6046565428876498, 0.3021833272744354, 0.29120072825047094, 0.34944870339260875, 0.4990633612219929, 0.34422511678825324, 0.6127416914291974, 0.4313705280881427, 0.26831776780172345, 0.42951139887310447, 0.5096505937030492, 0.5942091244159192, 0.4746559927636058, 0.8564917958810947, 0.5088680902751418, 0.5126111346522414, 0.5010688218837426, 0.6724652019532087, 0.4311205639322359, 0.4935050767728592, 0.4494926242931598, 0.708849866932765, 0.5274460996438555, 0.402532116026448, 0.6330665557789732, 0.2979557271068645, 0.6085766539087198, 0.3208874894929524, 0.4822273685009776
0, 0.4749420837366138, 0.7836872756199272, 0.4682924646868977, 0.5681038225627775, 0.41904881628363605, 0.4154904940364799, 0.3780242355425264, 0.4516762160999572, 0.5866797360274704, 0.7346070738524182, 0.5763031856771352, 0.539401739747914, 0.35964376466929476, 0.20654460797502494, 0.27037822433907743, 0.500719184078962, 0.6846819619789033, 0.664807706154483, 0.5340122638063933, 0.44847869413774494, 0.5001151439823478, 0.5765614537319367, 0.32093489475898523, 0.30303451744275073, 0.37525870100331726, 0.5462651853133458, 0.3560387202550475, 0.5856355269283964, 0.42601003702583634, 0.3251562567663149, 0.4384741919079072, 0.528006627103168, 0.6105235243568398, 0.4728247793290539, 0.8568628601831539, 0.5426788819359339, 0.5251677661886305, 0.5138265464718682, 0.6701864584479753, 0.47371788580509977, 0.48610692041725617, 0.45189707420775604, 0.687617309273011, 0.48447603596954497, 0.39003488864639024, 0.6044891867953935, 0.3224652661330296, 0.5984929873572659, 0.30910467219169485, 0.4783647804711375
0, 0.48239495457241877, 0.7493501553617611, 0.4659844369342036, 0.5635868464054438, 0.4244289252553126, 0.3953019871885704, 0.36559856267355095, 0.43480464517921724, 0.5843783185391775, 0.7069761409044224, 0.5677771526820264, 0.5524709154387833, 0.375983655836503, 0.21455854525725493, 0.27945743694031183, 0.5232208011263941, 0.6609750872661238, 0.6428877603369755, 0.5446493538114552, 0.4693844155123834, 0.49268968382537776, 0.6006036673019709, 0.3093562182673731, 0.3158571482756731, 0.35645182799323594, 0.508580026446853, 0.35290308875080245, 0.6059501109178798, 0.4430048141760729, 0.30023858670884374, 0.4320463578100656, 0.5159339133886126, 0.6144257881733713, 0.46985024222465915, 0.8513052880474303, 0.510795004717646, 0.5212634459808811, 0.512851393637965, 0.6752328268815274, 0.4493242696447359, 0.48196801505910347, 0.43943219615554047, 0.6932638987668343, 0.4995557768161452, 0.40119569466833527, 0.6252075008024284, 0.3069969943366976, 0.5903087433686687, 0.31719254005413877, 0.4678771283764545
0, 0.5326277748290612, 0.6045677573542821, 0.4613459604114772, 0.5991049812340858, 0.41377187632941353, 0.29272430995646465, 0.27149282705544464, 0.4614287279193012, 0.5683625270837889, 0.631648057923616, 0.5369977206922004, 0.4789550860997692, 0.3875723698036345, 0.1298637623991337, 0.2789760159120911, 0.4881589244937123, 0.7080978162802543, 0.6543676759130921, 0.6024580153649988, 0.44324975410624096, 0.487101814093791, 0.6045229595413485, 0.29771953974160503, 0.27190307413291975, 0.3412989040745755, 0.4729199055822633, 0.32795857544691726, 0.6307839052679146, 0.41398922736152094, 0.2287545443859949, 0.42009050752763405, 0.5086582321109809, 0.5576418913475482, 0.47949666156472054, 0.8703988560121108, 0.5022918541976205, 0.5008588322649116, 0.4880991399854937, 0.6757717549337056, 0.4115025681024969, 0.523288289081563, 0.46052993356269367, 0.7301425790178325, 0.5681504858255901, 0.3984258937109191, 0.6606182172744349, 0.28049461617152316, 0.620619119796803, 0.32384202494830416, 0.49929348341906954
0, 0.5407763277030192, 0.563345913959632, 0.45624620745406264, 0.6077552914264464, 0.4123915046286429, 0.27005878012909157, 0.25385237052933274, 0.4630470997019615, 0.5657509847113279, 0.6122496802998408, 0.5239542347994218, 0.46070335522812, 0.38725529364762284, 0.10842751968407638, 0.2847317733418959, 0.47870679088449813, 0.718471085068804, 0.6543469749608481, 0.6108953091260917, 0.44072712448510215, 0.4825841235371337, 0.6070230635422236, 0.2975287048799317, 0.25833758286588476, 0.33873504609110056, 0.46574045009083387, 0.32280743557909297, 0.6347782327084504, 0.4081745118392768, 0.2087406869730007, 0.41289782820352877, 0.5056260217034622, 0.5481900209463452, 0.4783733743262646, 0.872210348029045, 0.49668996569313245, 0.4940450797525978, 0.4807637757745311, 0.6674352840319975, 0.4021749236800918, 0.5309262444404006, 0.46280731459797647, 0.737489345391726, 0.5803144027878834, 0.400045326308621, 0.6708466473936796, 0.2773910842534882, 0.6311354678318996, 0.3241414323855571, 0.5038168409863139
0, 0.452901511130538, 0.8371874744899288, 0.4704044628109374, 0.5515253499915358, 0.43836645140860203, 0.452263926688524, 0.41864108615984125, 0.43294307344358046, 0.6051587149488987, 0.7705112031967134, 0.5987231839042427, 0.5893486123439257, 0.35741818873228814, 0.26024205688314517, 0.2701036203574869, 0.5419648823754337, 0.624483847656059, 0.6452752326607024, 0.5266269406480467, 0.4934667137500832, 0.5116326756836018, 0.5946077472177841, 0.31828599904419186, 0.35790799375705035, 0.35026458162394036, 0.5321813858645279, 0.36736239971303014, 0.5774807348651868, 0.46820093668009843, 0.32936802360709283, 0.4361428546874953, 0.5175902882669604, 0.6575524246065847, 0.4572435025012284, 0.8283287928519052, 0.5237951927004818, 0.5427368961214153, 0.5016147549476738, 0.6855785888472478, 0.4741777853538094, 0.4653626923234968, 0.4402713671719428, 0.6750575213119311, 0.4663712431634539, 0.4077022083778746, 0.6114082700306523, 0.32563440588055387, 0.5673290281869234, 0.3068919285034491, 0.43956483362122967
0, 0.4761041556089794, 0.7123063362240405, 0.45442959080614875, 0.5421967741397896, 0.43896842292076454, 0.4038150893428646, 0.39751479163170356, 0.4355721844979902, 0.5872368560483934, 0.7286337009604937, 0.5630407212337225, 0.5442377655482573, 0.375725006677921, 0.21972065399384963, 0.2956367735202826, 0.5506769264305956, 0.6604190907256576, 0.6558113423217468, 0.5339166650648111, 0.46822385206439826, 0.5027327842638885, 0.5924751900134508, 0.3137218925001736, 0.3223917352562292, 0.34861022876077263, 0.5033014076152106, 0.36864962903771026, 0.6127795199035972, 0.4428756732899049, 0.3356004569646904, 0.4303212349950308, 0.5211032944079557, 0.6328082200977496, 0.46076426099239365, 0.8531003230424223, 0.48790999237223487, 0.5335190274964721, 0.5329307719407316, 0.6895319018298299, 0.4617940731328096, 0.4796236398181794, 0.42864150535934903, 0.6939929182822763, 0.5029829273472287, 0.4106881809610216, 0.6030279399485785, 0.30562956518070894, 0.5952041958529802, 0.31470309341373104, 0.45325942939579733
0, 0.5148782353492148, 0.6265924797612865, 0.4495486998895405, 0.5934459639031348, 0.4226402882016368, 0.31377253116128623, 0.2945005242980298, 0.44873944808773103, 0.5642160299956486, 0.6499333697789914, 0.5515357022804487, 0.48868832475294394, 0.3835752395776321, 0.1455487638110951, 0.2796306949944701, 0.49824626292297847, 0.7064187156168806, 0.6518801864885784, 0.5721901338510531, 0.44825886881475513, 0.49162945493394405, 0.5992901747676929, 0.3019741114864451, 0.2864321205659113, 0.34582661152157124, 0.47295438535783585, 0.33374170025502686, 0.6265233235652568, 0.42480404096545077, 0.23752678171893782, 0.4265857774174013, 0.5043575308127222, 0.5716027646490144, 0.4758692360965041, 0.8554936268105391, 0.5047454820855971, 0.5094672922991996, 0.4854864366386903, 0.6746572906469569, 0.418249282429289, 0.5134211128787034, 0.45399394544958044, 0.7263492670172418, 0.5507148999279357, 0.4005027436882559, 0.6579892193337253, 0.2807512049018678, 0.6182855888051395, 0.3220000787304939, 0.4954276684193542
