class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.6210010430020706, 0.5753568033420117, 0.4144882080719641, 0.571067430879304, 0.36666790760009677, 0.44844121495441386, 0.368631363325502, 0.5563741234259661, 0.4557297104934868, 0.4937216516597855, 0.5681440215012794, 0.46937872129987546, 0.45629708922595724, 0.7623741423216926, 0.49299746534863575, 0.7390628227398475, 0.5216013670545413, 0.5212793251040369, 0.49219773089437885, 0.2733289978491227, 0.5312476090345883, 0.5085466187587151, 0.21591635666124162, 0.6323497288557434, 0.5309422030126378, 0.4747460283792755, 0.41776354035121555, 0.46847943656860935, 0.4042458806372676, 0.7032065599021451, 0.4040509054823511, 0.6465844893317685, 0.4170201787853956, 0.4706922586992079, 0.6907906465047879, 0.4761931041889158, 0.47712245859003344, 0.5156656323147951, 0.37919027534357114, 0.6546734656166823, 0.538224290102857, 0.44124638794183474, 0.4321904020089352, 0.5830350394428718, 0.46129577456252857, 0.4865399234382211, 0.4882020696901269, 0.7115141681787839, 0.5210705427816023, 0.6929087157903082
0, 0.6184583200326386, 0.5889046678336837, 0.44530060478477507, 0.5451807265013603, 0.3657158014258325, 0.4848227652843215, 0.38774784651629707, 0.552841167317991, 0.48117390335183086, 0.5153801951069138, 0.5593426217213037, 0.4863638157141936, 0.45559146585738386, 0.7060302978259178, 0.45764159426003453, 0.7053835969430081, 0.5100666955108295, 0.51464737459089, 0.49728138627276985, 0.2891047513040388, 0.5078885707257418, 0.5307195554944019, 0.2654558694360485, 0.6189489702363193, 0.5577179792902314, 0.4936752700901181, 0.44914779827996326, 0.4357444670465211, 0.43859460580104087, 0.6933204974290439, 0.3982158513204081, 0.6270458681712263, 0.42524491839533063, 0.5011987668459784, 0.6622846387289185, 0.4669573232940951, 0.47703314536284186, 0.524204773083528, 0.3889579303727731, 0.6474922646872653, 0.513871627348973, 0.430195914156165, 0.4433129221147379, 0.574530975245024, 0.49760990099459945, 0.4816904677870387, 0.4873372248173742, 0.6923458130356912, 0.48162699419646876, 0.6775922389755923
0, 0.6309744302323794, 0.5971346373615729, 0.4273695737504906, 0.5532301266763342, 0.36667535320067757, 0.45743327166672776, 0.3837525990320552, 0.568788355767839, 0.4787114828849756, 0.5183985310864663, 0.5580626365497723, 0.49522167669096784, 0.45486050700205494, 0.7118940611707073, 0.4764878385213955, 0.7209411390240517, 0.5146033497599518, 0.5220326863257231, 0.5038359710493421, 0.25983270542852804, 0.5036389071022944, 0.5074727326114987, 0.2198697331369966, 0.6476388123344641, 0.5380694424214915, 0.48010533304031605, 0.4276635340791756, 0.44928027990132624, 0.37814952502626936, 0.6971400095136702, 0.408721790989174, 0.6405353109026304, 0.4216403548865498, 0.4993444010202525, 0.6941127164277402, 0.47217780668102544, 0.4733770764108046, 0.5038572090740725, 0.38793162932010633, 0.6367505789198477, 0.5550021850910498, 0.4564446875109089, 0.40756457155186726, 0.5799172848512605, 0.4799446830334789, 0.4690152173322835, 0.45537934505975297, 0.6832546901760066, 0.4620600387174933, 0.6827953827653191
0, 0.6652569352809533, 0.5573273279606806, 0.39509396790315443, 0.5957315648182548, 0.36075423933883066, 0.4640832202196589, 0.37162686456575916, 0.5223198002605298, 0.46281716468982564, 0.5224122295731082, 0.5785617930089949, 0.4815201908672544, 0.4538148592779303, 0.7491890368980976, 0.505250679855513, 0.787468297423499, 0.531255892048736, 0.5269063257340022, 0.4897352073970172, 0.26722195005472826, 0.47567312515483834, 0.5013163102176994, 0.19901056601823866, 0.6397956444289183, 0.5377451960043763, 0.47234854546832844, 0.4491824349182248, 0.4508720137054651, 0.403865352345277, 0.7107814800552699, 0.4384917512629222, 0.6549450976675923, 0.4686572305636683, 0.47478859362431863, 0.6709630028775956, 0.5078874046143106, 0.456529151656503, 0.5325071314466338, 0.354621514262534, 0.6518492016999996, 0.5584358995978017, 0.4361110400012412, 0.3768000728407351, 0.610461315659791, 0.4496825448531813, 0.4392691336573181, 0.4542169583897582, 0.7304642950921183, 0.5509026578372228, 0.7080208594875319
0, 0.6209873866738135, 0.5851208456264592, 0.44546748938063935, 0.5564036265145432, 0.37828676730636784, 0.4796138587398001, 0.38441413506245875, 0.5431448111159357, 0.4670663366065598, 0.5270480763906866, 0.5652189172815161, 0.48506251981076365, 0.44779428129532206, 0.7060605300414954, 0.4570559992389643, 0.7108107055664475, 0.5022776799766601, 0.5092629950087362, 0.5005829826620484, 0.28040856796982105, 0.506573283691712, 0.5301325034079802, 0.25893364592213697, 0.615298394611233, 0.5570290085799547, 0.4985031620586652, 0.44478798164819844, 0.4412612656620179, 0.4346364027805588, 0.692099047877923, 0.4011636869301595, 0.6348384598998742, 0.42234847270387377, 0.4920275575835683, 0.6628841814569091, 0.46166300735640675, 0.47669780340934464, 0.5265817456746782, 0.3892201346756837, 0.6481721858991244, 0.519012480441987, 0.42513038317876634, 0.43521650607784007, 0.5632067669841849, 0.4806363345047723, 0.48272846360600546, 0.47806649246484517, 0.6962084069796455, 0.4768793945991962, 0.6704551986838106
0, 0.6551503988501372, 0.5608088505819853, 0.37586223707863203, 0.5832519384954639, 0.3366760977607356, 0.46504918479542584, 0.3746382993232517, 0.5298577037197858, 0.45366613090559266, 0.5028730308612508, 0.5762518814477665, 0.4683463717202911, 0.45845974059278466, 0.7581101134479971, 0.4954480551970415, 0.7643732455650254, 0.5397865862734863, 0.5021993793997525, 0.5002322159562591, 0.2684291191521866, 0.4833500390870868, 0.4862644564324653, 0.19195794259732882, 0.6346118583049525, 0.5407988198751452, 0.4614568824452334, 0.4500446999858645, 0.46720527841842835, 0.40042216933907687, 0.7304550705597209, 0.4372135743670937, 0.6656493718447458, 0.46348134191197027, 0.4572437333110066, 0.6846678416536632, 0.5031703249825485, 0.48292454910384186, 0.5393717792780683, 0.3403637013369514, 0.6542137894972735, 0.5549905999249539, 0.4527405097414057, 0.3737624917652478, 0.6250556037347144, 0.44646973664972517, 0.45211359378817906, 0.48876215812339685, 0.7234451973459893, 0.5604079866084949, 0.7038400420229144
0, 0.6458803125250722, 0.5614989841327869, 0.4176965175497591, 0.5838002301027073, 0.3447899409936154, 0.49786123441520663, 0.38033449894989596, 0.5461708459979736, 0.4677203561833476, 0.5175149532584411, 0.5813592076380343, 0.4757051579665903, 0.4417265866817788, 0.7472458129989522, 0.4789482157280102, 0.7554186433159625, 0.5276933733182232, 0.5181064723084772, 0.5060272807946641, 0.2642507653939511, 0.4967760375586197, 0.5009452269126181, 0.20163592446201145, 0.6378409182815592, 0.560038089850723, 0.4767836208500612, 0.42434543774625944, 0.4390150418177187, 0.4144244587106869, 0.7059587287924435, 0.4068570336661518, 0.6820265225606995, 0.45099044782841136, 0.46586983108421265, 0.6923716401546194, 0.49075452392174634, 0.46872471980061725, 0.5252016441634444, 0.3642242929018172, 0.6426938939190809, 0.5436133231984585, 0.44851479925683724, 0.4010265034687339, 0.6064640356977911, 0.4659062035758306, 0.46375634621127787, 0.4684117255351066, 0.7126533182317569, 0.5485096220747011, 0.6895517555799294
0, 0.6663443204184298, 0.5812695332791225, 0.37451153441322876, 0.6097055104804593, 0.3548340561770564, 0.4717808022947664, 0.3706445599496947, 0.5351094586770879, 0.4694685797638741, 0.5057159831140787, 0.585980232141049, 0.4737559629576533, 0.4541295747212499, 0.7630296024849595, 0.5010630132074454, 0.7646940807183998, 0.5435892525061675, 0.5152351970397618, 0.4878412961955745, 0.2561450552650836, 0.4772852814576639, 0.4723439386180552, 0.1721006419695678, 0.6397748473008251, 0.5442957527021945, 0.4502344265069263, 0.44495339499903114, 0.4803270923688333, 0.38868648189854826, 0.7236407154884061, 0.44093730831360933, 0.6798032150080144, 0.4734919968594375, 0.4607986197286702, 0.6874384909275288, 0.5211101432500641, 0.47202179687918433, 0.5328322614326058, 0.3406614956975978, 0.6440391109992805, 0.5656605378992619, 0.4527901573596776, 0.3747089622414135, 0.6216308004849033, 0.4481159126049504, 0.43717997447940704, 0.4780869754146554, 0.72017667276739, 0.5741372465559439, 0.7142499636594293
0, 0.6742948640256466, 0.5664512293907061, 0.37712230953279813, 0.601020481537853, 0.3467378962455559, 0.47826409378914214, 0.3673950404140878, 0.5229201946736142, 0.45515374778558604, 0.499240103614072, 0.5918833013251228, 0.47196910079848065, 0.4524629534527283, 0.7578187263489197, 0.49936300762773644, 0.7873438574035886, 0.5438800096059001, 0.5126201058581331, 0.49219210106966677, 0.2618422887407804, 0.4818869652225601, 0.47332129487646873, 0.16871560877315353, 0.6332293250380431, 0.541192505326482, 0.44903530218928245, 0.44012111589887226, 0.47912114751867574, 0.4024262554775697, 0.7279513141700833, 0.4437521878341966, 0.6812449226378066, 0.4716934804993584, 0.4599343055435118, 0.6856983875735772, 0.5103082173391643, 0.4737190959887648, 0.5349799244076866, 0.339375895652856, 0.6414716555338447, 0.5691058375721096, 0.4625094543804326, 0.36975395593288546, 0.6291573220158297, 0.4478848570751097, 0.43496524855428553, 0.492637167349017, 0.7138512546980141, 0.5626846857170922, 0.707624416899026
0, 0.6051804427723029, 0.5794801853166763, 0.44754573387969804, 0.5637561270838077, 0.38336094410215366, 0.45268101245036535, 0.3900471251803996, 0.5607225267766681, 0.46632542205849575, 0.5277643513121606, 0.546328151950613, 0.5088019633864207, 0.4664630836678955, 0.7021824443453858, 0.43063470560632683, 0.6980128537228729, 0.5061023762694574, 0.5158753986286684, 0.5411464804053474, 0.28089353342374507, 0.5265765927440711, 0.524598879657514, 0.29711113694489655, 0.5988620708638352, 0.5224215254231547, 0.5038479945296653, 0.4433808916219589, 0.4538893531425222, 0.42818097730651533, 0.6883315589583286, 0.41313286616717143, 0.6124916676588531, 0.4389787654129519, 0.48390979197253814, 0.6802962164670312, 0.45583918524661554, 0.4750672109858051, 0.5144670864424581, 0.3724608491206713, 0.6588465636340047, 0.49528747624236424, 0.4176374715398907, 0.4437160710992906, 0.540500019727238, 0.46102759863609066, 0.504077389840632, 0.4821828190343823, 0.6893714164782234, 0.509463173361055, 0.6437724650800153
