0.0555103 -0.0189491 0.0197504 0.0238588 0.00851729 -0.00018039 -0.0584868 -0.0262756 -0.0365273 -0.00646631 0.0268754 -0.051278 -0.0691048 -0.0278658 -0.0226191 -0.000700324 -0.015096 -0.00785197 -0.0135948 0.030831 0.0389574 -0.00232921 -0.00761858 0.00639987 0.0278671 -0.00190493 -0.0139791 -0.0141591 0.0370128 0.0163698 0.0112907 -0.0267259 -0.03868 0.0410355 -0.00687803 0.0268859 -0.0128416 -0.00223137 0.0196529 0.0262864 0.00078484 -0.0367103 0.010966 -0.0312998 -0.0354508 0.0271959 -0.00458919 -0.0156094 0.0342123 0.0463589 0.0300168 -0.0515236 0.0407699 0.029689 -0.0098167 -0.0342528 -0.0231362 -0.00168622 -0.0169376 0.0469641 -0.0249191 -0.0656401 -0.000354281 0.00332643 0.0258362 -0.0302218 -0.0127337 -0.0248775 0.00218875 0.0189923 -0.0242026 -0.041108 -0.00335448 -0.0100333 -0.0204955 0.00403735 -0.0215923 -0.0435529 0.000538686 -0.0359384 -0.0283938 0.00688795 0.0195639 -0.0318587 -0.0458414 0.0121737 -0.00715819 -0.0034425 0.0131506 -0.0222168 0.0173034 0.0136798 0.0337967 0.00259086 0.0180331 -0.0515954 -0.020145 0.0302945 0.0126399 -0.0882873 0
0.0892345 -0.144704 -0.0208633 -0.0625512 -0.0497792 -0.0810409 -0.140788 -0.0277458 -0.0696246 -0.0427064 0.109183 0.00934286 -0.162092 -0.0447536 -0.0824171 0.0282221 -0.0348399 0.0339466 -0.0606071 0.0626258 0.0805551 0.0435525 -0.044734 -0.104146 0.0802578 0.0530348 -0.000208449 -0.039431 0.0422747 -0.00314517 0.0506271 -0.00559385 -0.100984 0.125655 0.0307578 0.00594439 -0.0519482 -0.0163138 0.133279 0.0956205 -0.0806212 -0.0566604 -0.0397053 -0.0832578 -0.104059 0.127296 -0.0832819 0.0325822 -0.0102497 0.0352613 0.143734 -0.25697 0.0241402 0.0257797 0.0381384 -0.0816237 -0.0187334 -0.0664302 -0.089354 0.124093 0.0358511 -0.128277 -0.159399 0.00810431 0.0130169 -0.000860892 0.0156039 -0.0833204 -0.0142686 0.137204 -0.0387264 -0.0267163 -0.157005 0.0507137 -0.124809 0.0990515 -0.0158355 -0.103092 -0.0292755 -0.118531 -0.0351976 0.0381424 0.0625505 -0.105854 -0.0866536 0.0976106 -0.0401389 0.0182549 -0.00655569 0.0289776 -0.0106483 0.079838 0.14354 0.052586 0.00541728 -0.232678 -0.133064 0.0551741 -0.018121 -0.189815 0
0.052681 -0.010702 0.0262175 0.0260371 0.0195997 0.00423414 -0.0413049 -0.0288934 -0.0290876 -0.00577329 0.0121754 -0.0678681 -0.0577154 -0.0207687 -0.0120711 -0.00955811 -0.00749181 -0.0171473 -0.00587945 0.0278274 0.0274362 -0.00625507 -0.00501818 0.0262176 0.0223608 -0.0150197 -0.0128059 0.000871952 0.0318478 0.0211708 0.00126019 -0.0286482 -0.0277096 0.0380376 -0.00785177 0.0249512 -0.0141583 0.00449845 0.00250917 0.0224335 0.0161031 -0.0445442 0.0213746 -0.0351871 -0.0246403 0.0107684 0.00649333 -0.0190224 0.0338632 0.0520681 0.0176566 -0.0240761 0.0441514 0.0243404 -0.0127556 -0.0287128 -0.0270317 -0.00032741 -0.0101953 0.0384136 -0.0340546 -0.0590409 0.00812555 0.00896699 0.0331503 -0.0350115 -0.0128841 -0.0218762 0.00934333 0.0115358 -0.0216438 -0.0417019 0.0109155 -0.0225579 -0.0147534 -0.0014712 -0.0261346 -0.0312951 -0.000384791 -0.0297089 -0.0286416 -0.00126588 0.00972401 -0.0246071 -0.0397554 0.00469321 0.00105037 -0.00659063 0.00754134 -0.0210728 0.0282523 0.00551345 0.0307842 -0.00989025 0.0262917 -0.0343157 -0.0152095 0.0292018 0.0161796 -0.071204 0
0.0610678 -0.0074509 0.025994 0.0243249 0.00250612 0.0180231 -0.0495055 -0.0313049 -0.0440624 -0.0121435 0.0220298 -0.0620608 -0.0539613 -0.015386 -0.0225455 0.00364615 -0.00766762 -0.00493951 -0.0156159 0.0333056 0.053404 -0.0133047 -0.0184727 -0.00555129 0.0373254 0.00165613 0.0029855 -0.00700894 0.0314685 0.0138858 0.0103172 -0.0280176 -0.040606 0.0351829 -0.0113303 0.0258752 -0.0212676 0.00881252 0.0250803 0.0330058 -0.0113047 -0.0288135 0.00849245 -0.0347049 -0.0358172 0.0160902 0.000505867 -0.0233503 0.0421094 0.045835 0.0266821 -0.0478352 0.0427135 0.028562 -0.0156959 -0.0292406 -0.0164615 0.000331605 -0.022072 0.0431434 -0.0204104 -0.0711075 -0.00264154 -0.0033984 0.0113895 -0.0249147 -0.0377048 -0.0348508 -0.00239709 0.00643801 -0.0138492 -0.045198 -0.0100313 0.00248596 -0.0253107 0.00457981 -0.0226769 -0.0350618 -0.00261948 -0.0307519 -0.0289705 0.0257236 0.00816123 -0.0359715 -0.0495278 0.0125958 -0.010003 -0.00208434 0.0212915 -0.0345943 0.0339882 0.0145243 0.0277274 -0.019215 0.0373195 -0.0621073 -0.0279167 0.0175999 0.0220337 -0.0912241 0
0.0529877 0.0130683 0.030543 0.0444073 0.0236405 0.0238807 -0.0350614 -0.032574 -0.0335068 -0.00402356 0.00560578 -0.0660565 -0.0481059 -0.0206856 -0.00564873 -0.00178284 -0.0139425 -0.015796 -0.00024942 0.0245104 0.0281877 -0.0139405 0.000603937 0.0320405 0.0168331 -0.0178096 -0.0166377 -0.00638282 0.0362397 0.0178123 0.00164372 -0.0258881 -0.0194779 0.0199478 -0.0139236 0.027547 -0.00344379 0.00686947 -0.0049678 0.00788574 0.0211148 -0.0322156 0.0214219 -0.01994 -0.0164482 0.00220967 0.00772641 -0.0299371 0.0458677 0.048713 0.00436556 0.00369195 0.0419293 0.0296799 -0.0186288 -0.0239255 -0.0283199 0.0150044 0.00130334 0.030427 -0.0383131 -0.0490577 0.0433569 0.00462918 0.0318784 -0.036829 -0.0229403 -0.00701206 0.0101965 -0.00504064 -0.0172391 -0.0408123 0.0331637 -0.0215289 0.00980491 -0.018072 -0.0231848 -0.0261119 0.00785702 -0.018742 -0.0277407 0.000393309 0.00885774 -0.0134103 -0.0358775 -0.00589671 -0.0003244 -0.00567394 0.0146145 -0.0328147 0.0192566 -0.00516706 0.0116034 -0.0120485 0.0205523 -0.00433757 0.00461 0.0247092 0.021566 -0.055865 0
0.0474766 -0.0192485 0.0171216 0.0272177 0.0159901 0.00271771 -0.0636941 -0.0281199 -0.0388377 -0.00963481 0.0220102 -0.0388254 -0.0739505 -0.028969 -0.0169599 0.00485139 -0.0133898 -0.00525885 -0.0186972 0.0287518 0.028757 0.00483436 0.00347953 -0.00754617 0.03441 -0.00547353 -0.0208186 -0.0124075 0.0502465 0.0209546 0.0259486 -0.028396 -0.0383204 0.0401396 -0.00739549 0.0254721 -0.0124621 -0.000392495 0.0138405 0.0224645 0.0145888 -0.0342796 0.0129951 -0.0213377 -0.0427151 0.0300224 -0.00168002 -0.0228317 0.0429641 0.0545402 0.0340023 -0.0475926 0.0293329 0.0329424 -0.0139772 -0.0270217 -0.0292683 -0.00353149 -0.0099607 0.0448688 -0.00309388 -0.0663292 -0.00238583 0.0120543 0.0226365 -0.0204622 -0.0105251 -0.0241163 0.00255933 0.0221182 -0.0259332 -0.0358523 -0.00281218 -0.0130921 -0.0168068 0.0131084 -0.0193218 -0.0318291 0.0119611 -0.0423992 -0.0284788 -0.00511628 0.018473 -0.0303472 -0.0515073 0.0142474 0.00243337 -0.0041731 0.0217378 -0.0092021 0.00825592 0.00879061 0.0288295 0.00491093 0.0258604 -0.032731 -0.016619 0.0328235 0.00846682 -0.0871631 0
0.0598921 -0.000495104 0.0252067 0.0362783 0.0143284 0.0113541 -0.0484067 -0.0257626 -0.0326827 0.00798625 0.0148154 -0.065973 -0.0554541 -0.0288467 -0.0158647 -0.00976531 -0.0113182 -0.0189886 -0.0155773 0.0247555 0.0350412 -0.00706001 -0.00416375 0.0325264 0.0196742 -0.0143136 -0.00947281 -0.00954251 0.0340989 0.0256669 0.00379579 -0.0329204 -0.0326312 0.0246822 -0.00796068 0.0319373 -0.00825037 -0.00603815 0.00600408 0.0200818 0.0121284 -0.0330641 0.00749279 -0.0238092 -0.0293657 0.00608022 0.0129651 -0.0136021 0.0387417 0.0480914 0.0142958 -0.0274977 0.0394683 0.0338278 -0.00784577 -0.0326441 -0.0243561 0.0109035 -0.00439697 0.0403131 -0.0323555 -0.057163 0.0170346 0.000986073 0.0237547 -0.0343516 -0.0181804 -0.0257215 -0.00434854 0.00505859 -0.0274962 -0.0439983 0.018234 -0.0189643 -0.0109519 -9.84856e-05 -0.0245006 -0.0361634 0.0011356 -0.0197157 -0.0274096 0.00468914 0.0118404 -0.0208365 -0.0445617 -0.00167042 -0.0042742 -0.0129875 0.0185133 -0.02667 0.0254576 0.000677155 0.0243337 0.00126027 0.0177611 -0.028629 -0.00548093 0.0254863 0.0212719 -0.0667473 0
0.0722032 -0.027212 0.0264657 0.0136827 -0.00795954 -0.00315578 -0.0447501 -0.0460414 -0.0469124 -0.0124601 0.0204108 -0.0459078 -0.0684523 -0.0263965 -0.0366692 0.00873905 0.00671385 -1.81676e-05 -0.0350609 0.0517357 0.0616916 -0.0172361 -0.0205667 -0.000820229 0.0417422 0.0206408 0.00510735 -0.0118458 0.0331425 -0.00120927 0.0219673 -0.015774 -0.0635542 0.0461225 -0.0141505 0.0291523 -0.0119973 -0.0121564 0.042776 0.0527247 0.00425305 -0.0182134 0.0144519 -0.0391247 -0.0321793 0.0363022 0.00909959 -0.0127381 0.0323698 0.0452215 0.0522134 -0.083425 0.0283753 0.037249 -0.00810431 -0.0477797 -0.0257056 -0.0272837 -0.0350769 0.048118 -0.0120017 -0.0715744 -0.0101275 0.00861638 0.011617 -0.0371377 -0.0129053 -0.0238334 0.00385876 0.0479377 -0.0223691 -0.054398 -0.0429398 -0.00772978 -0.0537348 0.0272174 -0.0301735 -0.0729815 -0.00641753 -0.0380855 -0.0181684 0.0232791 0.0383129 -0.0390492 -0.0666191 0.0264742 -0.015882 0.00900792 0.0109385 0.00278143 0.0149229 0.00511132 0.0410565 -0.00823697 0.0201142 -0.0788435 -0.0485865 0.0135466 0.0137567 -0.117247 0
0.0580997 -0.0407262 0.0105941 0.00958273 0.000559287 -0.0175698 -0.0766407 -0.0280858 -0.0417805 -0.00930273 0.0371289 -0.0484402 -0.0891023 -0.0308304 -0.0334942 0.00792272 -0.0152076 -0.00996231 -0.0260424 0.0358499 0.0454803 0.004799 -0.0106907 -0.00720412 0.0405848 0.00870961 -0.0120434 -0.0157259 0.0377878 0.0146137 0.0172641 -0.016451 -0.0536177 0.0553036 -0.00435718 0.0189682 -0.0139354 -0.00826299 0.0384535 0.0268559 -0.0206867 -0.03656 -0.00137899 -0.0374889 -0.0465183 0.0457084 -0.0205422 -0.010261 0.0240235 0.0382097 0.0452019 -0.0831524 0.0363035 0.0327438 -0.00401846 -0.0426462 -0.0194644 -0.0084291 -0.0250296 0.0565503 -0.0103129 -0.0753434 -0.0198401 -0.000478845 0.0300886 -0.0302683 -0.0053489 -0.0417322 0.00646933 0.0313333 -0.0245655 -0.0419254 -0.0298786 -0.00242991 -0.0385805 0.0286723 -0.0202683 -0.0546691 -0.00946933 -0.046434 -0.0336349 0.00967218 0.0232697 -0.0461202 -0.0484438 0.0217012 -0.0154487 0.00602821 0.024564 -0.00754402 0.00801751 0.0300554 0.0490326 0.00584153 0.0231934 -0.0853941 -0.0453274 0.0377301 0.00617533 -0.104203 0
0.0532743 0.000219334 0.00728206 0.028669 0.00937986 0.00785766 -0.0465573 -0.0519182 -0.040052 -0.0155281 0.0245515 -0.0545056 -0.0632677 -0.0177507 -0.0144228 0.000893418 -0.0218781 -0.012047 -0.00208924 0.0216008 0.0176548 -0.00137583 -0.00881503 -0.00498239 0.0264465 0.0125316 -0.00469538 -0.000240627 0.0330471 0.0229368 0.0109132 -0.018111 -0.0175136 0.0365456 -0.011724 0.0529489 -0.0169077 0.00836238 0.00163462 0.0102505 0.0126458 -0.029045 0.0167133 -0.014406 -0.0343361 0.034242 0.00396406 -0.0327562 0.0453384 0.0553887 0.0312549 -0.0644676 0.048392 0.0230059 -0.00815797 -0.0292884 -0.00697434 -0.0151632 0.00147172 0.0343917 -0.0354545 -0.0706509 -0.000964091 -0.0074311 0.0267906 -0.038373 -0.00297919 -0.0440541 0.00074261 -0.0116995 -0.0104079 -0.0387783 0.0174873 -0.0148133 -0.0102599 0.00492472 -0.0120172 -0.0323472 0.0266756 -0.0320964 -0.0467888 0.00578578 0.0223996 -0.0273813 -0.0325855 -0.0110049 0.00209285 0.000645835 0.0029104 -0.0106623 0.0195603 0.00791556 0.0254424 -0.0240203 0.0325943 -0.0465525 -0.000207607 0.044756 0.00857382 -0.076492 0
