12.7579 -4.81962 0
8.8332 -3.48504 0
5.23301 -4.25734 0
11.0959 -3.43385 0
0.292965 -5.55706 0
13.7467 -4.71382 0
4.36118 -5.02062 0
10.7053 -4.54493 0
5.85429 -3.91657 0
6.3773 -5.40432 0
11.2771 -4.0632 0
8.99963 -5.71219 0
4.85798 -4.39446 0
16.5167 -3.77759 0
9.57855 -3.11231 0
3.50581 -5.64617 0
6.15198 -4.54902 0
4.82562 -3.67881 0
8.15262 -5.17734 0
11.6639 -5.3475 0
-1.01258 -3.74766 0
5.93168 -5.69536 0
2.97841 -4.60637 0
-2.94964 -5.72283 0
4.63169 -4.50209 0
4.62026 -5.49144 0
5.06434 -4.78602 0
6.77606 -3.44861 0
7.18738 -6.09215 0
-0.860637 -4.33437 0
3.32487 -4.93624 0
-2.64598 -3.3618 0
5.50084 -4.98823 0
-3.69919 -5.96029 0
7.60616 -5.16204 0
8.414 -4.49951 0
2.21335 -5.72539 0
5.52008 -4.91537 0
6.70919 -3.27895 0
3.78175 -5.58792 0
7.07959 -4.87095 0
-0.979877 -5.32212 0
5.1074 -4.81468 0
12.3615 -3.58723 0
8.80235 -2.7417 0
6.98052 -5.46384 0
6.11283 -4.71349 0
1.09631 -4.52544 0
5.95804 -4.0356 0
7.96096 -3.97222 0
1.62068 -4.9092 0
3.49566 -5.53825 0
9.00903 -4.40806 0
6.08599 -3.56707 0
4.48213 -3.57053 0
2.35288 -3.9496 0
1.4761 -5.74773 0
5.65044 -3.92387 0
3.20896 -4.05836 0
8.48169 -4.14738 0
8.06565 -4.05076 0
6.41243 -4.16676 0
9.19715 -4.84719 0
8.05113 -2.61377 0
11.8887 -5.32654 0
4.01181 -4.33736 0
8.31671 -4.31369 0
10.7 -4.38336 0
6.29137 -4.47774 0
6.40164 -4.08847 0
6.43107 -3.80798 0
9.86645 -5.00205 0
6.12705 -4.57572 0
-1.96155 -5.4996 0
1.45642 -4.04927 0
-0.119627 -4.14104 0
8.87113 -4.66669 0
11.1734 -4.64667 0
8.34734 -5.02818 0
5.43587 -4.6838 0
6.01983 -5.17572 0
4.62368 -4.57595 0
-0.984246 -3.89449 0
4.03145 -5.59861 0
6.70163 -4.84058 0
6.25406 -4.8515 0
4.29949 -4.97648 0
7.37079 -6.21976 0
14.7778 -5.17014 0
11.2878 -3.83605 0
10.877 -5.46912 0
3.43973 -3.87377 0
3.21341 -3.94355 0
3.83072 -3.75089 0
6.14584 -3.96785 0
8.4245 -4.15387 0
2.11084 -4.24678 0
