ORF	DOC	class	expt_1	expt_1	expt_1	expt_1	expt_2	expt_2	expt_2	expt_2	expt_3	expt_3	expt_3	expt_3	expt_4	expt_4	expt_4	expt_4	expt_5	expt_5	expt_5	expt_5	expt_6	expt_6	expt_6	expt_6	expt_7	expt_7	expt_7	expt_7	expt_8	expt_8	expt_8	expt_8	expt_9	expt_9	expt_9	expt_9	expt_10	expt_10	expt_10	expt_10	expt_11	expt_11	expt_11	expt_11	expt_12	expt_12	expt_12	expt_12	expt_13	expt_13	expt_13	expt_13	expt_14	expt_14	expt_14	expt_14	expt_15	expt_15	expt_15	expt_15	expt_16	expt_16	expt_16	expt_16	expt_17	expt_17	expt_17	expt_17	expt_18	expt_18	expt_18	expt_18	expt_19	expt_19	expt_19	expt_19	expt_20	expt_20	expt_20	expt_20
gene_1	gene_1	4	0.9058467855645247	0.8086551456099195	0.8954887195183631	0.8018000777360292	0.9562073202102941	0.992702846265741	1.0271374949376058	1.1067898614690328	0.829152204075575	0.7375894897732902	0.8317398459572217	0.7759963733184081	0.3036255631126931	0.25383767994241185	0.22546034537739312	0.2733140486314102	-0.37052094866942165	-0.3657582078545421	-0.35086855294453884	-0.3619023528230554	-0.8484762914062388	-0.8100740030113203	-0.8297151678091651	-0.7658739938420732	-1.0264327274517628	-0.96402264234699	-1.0037561356621016	-0.9542263712401806	-0.7360796347318209	-0.7589460308305891	-0.7596369264017304	-0.746446259726704	-0.32846501916725473	-0.2200440439322905	-0.19413370631051047	-0.33268537208764454	0.457353232994793	0.053616089529793465	0.2576320648976138	0.32511218746195264	0.8210853991984356	0.9756653144598455	0.8551766898862553	0.7757632285349856	0.9720685413309181	1.0345278471961663	1.045786036801527	0.9340704805042829	0.8080565073475456	1.05955919094926	0.6885344003972624	0.7754467453639471	0.3364188601966933	0.16866548846495427	0.1518258821096925	0.2792165314300488	-0.40132062275977737	-0.34430831479704904	-0.3797085029571176	-0.5160940153051399	-0.8193997642547713	-0.7629041214865667	-0.7793470711845227	-0.8392748910750875	-0.9813741995488207	-1.0206116958993139	-1.0020099377794456	-1.0230550641964566	-0.7398311070470922	-0.7820797526604859	-0.8873500746653125	-0.7690885349180214	-0.31484288319757114	-0.2853729794145341	-0.15584055910793673	-0.25695481644817914	0.3611445204276713	0.31212445106955544	0.28689076175638023	0.2555651921723754
gene_2	gene_2	5	0.035740020949740076	0.017901566222085545	0.060756759042119496	-0.09306183608967653	0.020227878011322243	0.08562743563528087	0.09985105216296897	0.016561709113219983	0.10068209608204522	0.6067440159828343	0.09647434825332646	0.16184973954608506	0.06138968276667198	0.07811676576417885	0.11523127731333493	0.16234070778776113	0.1665322856146348	0.019351023702066233	0.10967008376281345	0.17168577993849535	0.23232864108990686	0.21768405561932158	0.2402448844938779	-0.02452314755396634	0.24802053594939255	0.40177881996745446	0.37190179521373795	0.2786035039518609	0.4084913170451516	0.3920072318465804	0.2885455299628498	0.16673705013762222	0.4138133259416992	0.3935452867121563	0.4233716601231365	0.3210269445652987	0.7520607244033928	0.5207604920697007	0.2971181050946106	0.3974239448847854	0.5566758992375798	-0.049420188269507004	0.2637521214024755	0.4230142788125469	0.5730470830077115	0.5409515307272946	0.5423042903501242	0.5245704623956029	0.5709303055004628	0.5431973616659669	0.5654970659386427	0.5649680458014494	0.6236737398890808	0.681717615391109	0.719448619796908	0.5923831859871203	0.6939402666445843	0.7014263186876081	0.5944043211258956	0.6811935835541387	0.6766841275678867	0.7668449120051745	0.8023963748303147	1.012895382442695	0.8230822069061057	1.0071185661916453	0.8140809974548779	0.8953581812783403	0.7996203375295826	0.8442959574902907	0.9329945899601758	0.9047139007779167	0.8842051569944983	0.907566333222821	0.8661565589093849	0.9096010150245076	0.9571383900694067	0.8841174416495372	1.2925275707204178	0.9023050829833696
gene_3	gene_3	3	0.6961818986514733	0.45909066612742716	0.7194216715669933	0.8692992021281268	1.0079204202081968	0.8230262099963904	1.0439293099486773	0.8695643274056216	0.7982310945973651	0.8207091296504254	0.7294424174729899	0.9347241231137408	0.372615554774277	0.3619183492360331	0.4104890669503444	0.3727880841011358	-0.25847392346819875	-0.2561233194607716	-0.28906624408523496	-0.2987992920703026	-0.7420181919442836	-0.7745182545479016	-0.7106486694991668	-0.7866968028452241	-0.9839792412309858	-0.9786178944854728	-0.9982262754844254	-1.0098493068569365	-0.8147102313106485	-0.867744570206048	-0.7924798629991302	-0.8391168096973498	-0.4244890657257503	-0.37359438493297986	-0.47884596232723764	-0.4133257110371723	0.22842978828410454	0.22473529647066198	0.25933116219118235	0.23455225163873591	0.8356519002658104	0.7195916164402856	0.5164697996169824	0.7513155899980868	0.9679836458701754	0.990683266833787	0.9602015690014201	1.046768878227018	0.758108713657011	0.9936752013246539	0.8313476980743305	0.7697720383664832	0.4163601997169192	0.3984526227346982	0.33921331497945034	0.4115861596186495	-0.23563222833916653	-0.24825628258958105	-0.24074291780528564	-0.24769395779204156	-0.758055067701581	-0.7408756400926835	-0.6326642585832611	-0.7823880346078436	-0.9743230625820946	-1.0334879848036764	-0.9618910770297213	-0.9432054161979361	-0.9073283154150942	-0.7467552352150326	-0.8529227048070712	-0.8627766785479811	-0.4245975112974743	-0.43842455205350084	-0.2690696927228483	-0.3337817339007299	0.1343080813098609	0.27727013912132115	0.3289195880101966	0.281312797337486
gene_4	gene_4	3	0.7838093488309715	0.6834648229847267	0.7779654735468575	0.8126133984087368	1.0848588245142257	1.0206752411941575	0.924987360004121	1.0518812663474164	0.8173659223524947	0.9978211793742782	0.7308475566809024	1.0004435301075993	0.3787867460985699	0.38713516655461006	0.3882821761692452	0.37369871292491874	-0.2426448144938096	-0.11159831593302008	-0.20790511380325305	-0.3122947397092751	-0.6098113205523474	-0.6935390200536997	-0.780628973688443	-1.0094449296727246	-0.9618097806891931	-1.0333251091535764	-1.0154516608120194	-0.9688083872731771	-0.8095917969337105	-0.7871637306143061	-0.8222364571472204	-0.8567563773617892	-0.4079361684846623	-0.39942729616773026	-0.36411635378354124	-0.3421332383653743	0.24353219501786647	0.15337433558718352	-0.15210504607732833	0.23630771953056826	1.0502642407340508	0.7963132672580189	0.8586320418952574	0.963732835373279	0.9681359085088078	0.963132523259724	1.0479961570905878	0.9961677053128057	0.6693035334261387	1.1278812729452814	1.0058125297482305	0.8383118606560956	0.42930892327686915	0.37723664176869254	0.38095875458059564	0.31578606443895385	-0.2654549741114168	-0.3239520327502672	-0.12658538730571522	-0.15303380043041118	-0.7708381994532	-0.6859976169168258	-0.8038186664109048	-0.7908334049441939	-1.0065626386392512	-0.9360005744021893	-0.9834653179410028	-0.9836676353802393	-0.8456175116014097	-0.8610228612703773	-0.8634258833954404	-0.8259746771105306	-0.36413789836895566	-0.38558884906552543	-0.3695080072540795	-0.3679622228355803	0.4881818661302157	0.12518372061396968	0.5601993599589843	-0.4261259655650673
gene_5	gene_5	3	0.8557993715494772	0.7427334040946134	0.6364111991749934	0.8132212904938538	1.0249345512965604	0.9553525409828698	1.0136413230151549	0.9372015486988076	0.7491952612989482	1.0911963548639365	0.6164428736367675	0.7106765281436256	0.43290983836039704	0.4287399171780907	0.27539316320723417	0.3663194202095049	-0.2542102327797187	-0.4025531078747675	0.0363670669901025	-0.26287319458556563	-0.7443892604488682	-0.7032687835873119	-0.5864456038789485	-0.7715614885939741	-0.9857929710999365	-1.019872686673984	-1.0130016888811055	-1.0051091163499126	-1.1224136363201034	-0.7996302779568806	-0.9449694635360072	-0.8845084460883653	-0.4194879405952847	-0.07682119988521818	-0.5508435406636569	-0.4202219548713319	0.3848380866136075	0.07149649226521157	-0.2651325592880671	0.7260948721105623	0.7028274963547692	0.6397146271254429	0.7326403557388288	0.8973220278377816	1.1496258836958309	0.8715076070284552	0.9590575776328855	1.0421987015498044	1.1006845359449637	0.8727786901253869	0.6327090903651913	0.45585313763320473	0.3278003167019035	0.3011346295705494	0.3733577606940188	0.3282058437865326	-0.14574580061323703	-0.22020986499756312	-0.30355090716610666	-0.26833693355974975	-0.6977179392611184	-0.8390306261272893	-0.8925237186687817	-0.8807674194656132	-0.9415787621869899	-1.0095728652745575	-1.0040823072404848	-0.9272960960145777	-0.8105907204738445	-0.8987673441871484	-0.7795330018340345	-0.8466175640983812	-0.35575700997496446	-0.3391603178724456	-0.40374457295581506	-0.33701265350869813	0.22079504251222554	0.43401847899398605	0.2915408983795559	-0.10252987695749918
gene_6	gene_6	3	0.8078701775057545	0.704622565042127	0.6634237594283301	0.6797793427307136	1.0326456287401615	1.1937029729189799	1.1181233303558469	0.7654005448614666	0.8140043411769943	0.7860675857497218	0.7825455552398618	0.7879933934743424	0.4073644334633354	0.40968045420886545	0.36511142529343366	0.3903104926914902	-0.22552358094508296	-0.26564576951542224	-0.18171049719117413	-0.2274912672018183	-0.7528991041589914	-0.6928030938600908	-0.7969375532832184	-0.8434734699889186	-1.0091320773618833	-0.966231097835687	-1.0077527282844159	-1.05218828210329	-0.8797635081321761	-0.8129558690660041	-0.9035538598169983	-0.9450422746522578	-0.44353828681785307	-0.44493093762660774	-0.4667200284646918	-0.3352497773803523	0.2310758547041272	0.2633592859748057	0.22117940839367958	0.23277752372112348	0.8530489416148241	0.62984356636746	0.7617849605075959	0.5728072592134255	1.0632220292318306	0.9366552066140071	1.061395868056667	1.1266541999701016	0.9151399626397877	0.8187146827917633	0.7936403639628942	0.8890272587189468	0.40881259951266175	0.36357158593291355	0.40676409034223787	0.43763922128209554	-0.23403531679444114	-0.2728171674744968	-0.25637228136819457	-0.25439385616515875	-0.8217184044231092	-0.7635252823982693	-0.7494102408482767	-0.7445992718572111	-1.0588224345730135	-0.9516956767658893	-1.0585876637845182	-0.999562143900586	-0.8468358238439365	-0.9780778962071672	-0.9063973171780034	-0.8737113497304618	-0.3678144836626043	-0.3790851173354948	-0.37737615903066357	-0.3626275642384563	0.21445578462187515	0.2366126615198172	0.06665974109694342	0.07087435584240781
gene_7	gene_7	6	0.04654006409180731	-0.06122256381466554	-0.009155225521029152	-0.011935554565609963	0.15981732223515244	-0.18949909451240404	0.02139957776924066	0.044598709117373195	-0.17518472857508224	-0.16573250666198722	-0.07710901651520433	-0.16141656379915822	-0.1655384842869673	-0.1628934488251081	-0.09004093056430595	-0.12422609059110162	-0.16524813444308428	-0.22807246313340915	-0.22336693339828334	-0.19949985935451925	-0.3502376708640938	-0.21419689418656634	-0.305719532237712	-0.10604518372181551	-0.2721113998596104	-0.4323270135258973	-0.37014510211307033	-0.2961289685491882	-0.2874191706322477	-0.5002758285248278	-0.31359552748719943	-0.29332276225059245	-0.29975776858136344	-0.19411572667120133	-0.426584755759755	-0.30861677306939206	-0.48781581911830574	-0.39912289989155936	-0.44413032295543886	-0.41696337841785636	-0.5182057039476543	-0.4712446734755516	-0.44008392359081683	-0.4834756062957136	-0.23024357923978894	-0.3122121269987672	-0.5527439577914192	-0.478579564140528	-0.6008417199202845	-0.6727451996638976	-0.656293204678524	-0.6390860292527389	-0.752448569864782	-0.36296348510246257	-0.8465178233063685	-0.4160370222341862	-0.657747728242382	-0.7291102013346129	-0.6909136680181152	-0.6764359158429797	-0.8327623096617697	-0.604459831404976	-0.6699217857409735	-0.6852087841468226	-0.8551607821579461	-0.8060180204896801	-0.9347800646897412	-0.8409498884384992	-0.7231678381471307	-0.9515800999861608	-0.7874950085863432	-0.7161669238791263	-0.6692881100494568	-0.8539773024186509	-0.7661414007206022	-0.8924555311755492	-0.9056191339809689	-0.9450885026973512	-1.0063994863071755	-0.9046887375836982
gene_8	gene_8	2	-0.06892921813341424	-0.18447055093621628	-0.1374728875713754	-0.024150844053917778	0.4028379365226162	0.37714961513113204	0.544329281210245	0.47714653775000565	1.5142171382619996	1.0866189888207751	0.6896747935422467	1.2142577370779375	1.1241565422155713	1.0001927032816809	1.003016171143657	0.9594540266879512	0.6689543202184833	0.6755640809920885	0.7104036044195143	0.7046946325334876	0.13393279655272022	0.16786039257461188	0.11505131108969616	0.15473068173062757	-0.494286804914807	-0.5025655514442822	-0.48819152605366045	-0.4948735113470747	-0.921595194440629	-0.8575272058719706	-0.8836221484891233	-0.8622016723757142	-0.9998687573520754	-0.9637689437023155	-0.9705853184079103	-0.9317723495480609	-1.2116577546789324	-0.4888117128930395	-0.3564649705647733	-1.2506170616441472	0.9206196894912593	0.04664423784306425	-0.0014465153927914615	-1.6811403180791746	0.5632175201980112	0.4829705745705451	0.49049935833586256	0.4331618482979434	0.8726684100841139	0.7421168283856279	0.8730961310212481	0.7872118257163501	0.8763542190056899	1.0023353750111452	0.905488663299739	1.0785081990587255	0.7338942221229845	0.7308931779359783	0.7416017877381393	0.7184602505781358	0.10641311436053674	0.1292870336283402	0.08053242737898593	0.14236554721428124	-0.48602607232098155	-0.4742865888397865	-0.5195139669106748	-0.48069384065479365	-0.8875569947730789	-0.8372417056527891	-1.000224633157051	-0.9111267654672093	-0.9257489077787391	-0.9261043146846699	-1.0405857484578949	-1.0082965675635207	-0.690546516645663	-0.679106834470213	-0.6714579828785817	-0.6887688431557978
gene_9	gene_9	1	0.20070751660736647	0.23125098498741647	0.30920901450209903	0.31128428038155753	-0.3610999162719042	-0.2884062382279836	-0.3100103763311626	-0.2811644198984352	-0.6992889122908345	-0.8198079949054236	-0.7570761423987511	-0.6921608123299235	-1.0245321150315474	-0.980097213873757	-1.0335890403866888	-0.9901240093725018	-0.6565218513952303	-1.3359534584485298	-0.8646974004040814	-0.7768594136707406	-0.38335828989921056	-0.22945777776337134	-0.3640942369965007	-0.25819031654447105	0.2642740413444391	0.3346871730394409	0.2915319138408259	0.31664435525488793	0.7204471472450236	0.7348514198780097	0.809933522249832	0.7620833838511336	0.9947526300074642	0.99749917937729	1.0722052090358027	1.0522715283324182	0.250554868890171	1.2838226056499191	0.5509936435784882	1.3187627970831146	0.861101426093047	-0.06258667471120838	0.20821574041076746	0.5874839516938275	-0.2970574792423747	-0.31814281810875067	-0.3078878272683177	-0.32332536775881	-0.8171619142331589	-0.2898197628215218	0.3607190692340956	-2.683305408355091	-1.017103860259822	-0.9861691354567359	-1.003777831567377	-1.0019794905021422	-0.9142784180944494	-0.8239234908614931	-0.7159520871434168	-0.9082990893567668	-0.2800229920335821	-0.2942865124866436	-0.29408935901092403	-0.3161405451724876	0.30601893728737384	0.31992619303256903	0.31846154656254244	0.30772855250478837	0.8296760654288358	0.8005753028085081	0.8377282431477792	0.7910257699674319	0.9798429091179239	0.9874962330418647	0.9704263089514079	1.0171001149409016	0.9549530726811433	0.9734474933212842	1.066014758830876	0.8338878088003879
gene_10	gene_10	5	0.0	0.0	0.0	0.0	-0.07990075305814555	0.05060343947921715	0.07299565648182964	-0.06849248623009113	0.025624924815186564	0.7063879236985985	-0.1806989359573368	-0.020517641515928595	-0.10594068600613071	0.12052579383393905	0.2635365001942217	0.04532305875288016	-0.38242681778947524	1.4540145000798113	0.09871992503298928	0.21817459111150767	0.044578045986578774	-5.234625042920826E-4	0.22210076371399365	0.3195142806576736	0.35703395033263474	0.3823218794696643	0.20745639590057188	0.2502734851664563	0.32286781105247836	0.3344694050677909	0.24029242047192295	0.33152795617789443	0.36350491763291326	0.4448166193727159	0.4135178718310089	0.36581981322597906	0.04919871092543926	0.08361181700038367	-0.12185027275497046	1.0715328480020034	0.18932664237716812	1.5905677859482996	1.1592424645152115	-0.7013389618071029	0.5453742924353849	0.6388211004660775	0.5551900100970729	0.4805258897463552	0.49216448222713727	0.6063875575617157	0.8177045555997504	0.7500343305171022	0.6329383467596493	0.6444623946381157	0.6405420052027455	0.6625680055878606	0.710978757200208	0.6998845659274298	0.6839703280752539	0.6857500133887734	0.81975231389535	0.7080056115874351	0.6942328350202431	0.9655904829984097	0.8233479993532387	0.9778985665631961	0.8854024964910249	0.800615409845264	0.8708058562778976	0.8249985456827242	0.8408510663004493	0.8424818354768331	0.8928372821069366	0.9060591368056505	0.9410158887495584	0.9103595873822304	1.0129834750266649	0.9085380716426147	0.944781433093855	1.0088728185239926
