classFirst,20,6,comma
4,0.852947682,1.020709381,0.793619478,0.264059409,-0.362262516,-0.813534864,-0.987109469,-0.750277213,-0.268832035,0.273428394,0.856922658,0.996613226,0.832899211,0.234031691,-0.410357864,-0.800231462,-1.006762724,-0.794587367,-0.25325281,0.303931231
5,0.005334128,0.055567019,0.24143755,0.104269608,0.116809793,0.166433608,0.325076164,0.313945282,0.387939304,0.491840817,0.298505528,0.545218342,0.561148195,0.65430579,0.667741123,0.814705199,0.884909988,0.870406196,0.891882266,1.009022121
3,0.68599836,0.936110067,0.820776691,0.379452764,-0.275615695,-0.75347048,-0.99266818,-0.828512869,-0.422563781,0.236762125,0.705757227,0.99140934,0.838225913,0.391403074,-0.243081347,-0.72849575,-0.978226885,-0.842445733,-0.366468372,0.255452651
3,0.764463261,1.020600673,0.886619547,0.3819757,-0.218610746,-0.773356061,-0.994848734,-0.818937091,-0.378403264,0.120277301,0.917235596,0.993858074,0.910327299,0.375822596,-0.217256549,-0.762871972,-0.977424042,-0.849010233,-0.371799244,0.186859745
3,0.762041316,0.982782491,0.791877754,0.375840585,-0.220817367,-0.701416284,-1.005944116,-0.937880456,-0.366843659,0.229324223,0.743126127,1.005597442,0.765506364,0.332624638,-0.234460877,-0.827509926,-0.970632508,-0.833877158,-0.358918639,0.210956136
3,0.713923961,1.027468119,0.792652719,0.393116701,-0.225092779,-0.771528305,-1.008826046,-0.885328878,-0.422609758,0.237098018,0.704371182,1.046981826,0.854130567,0.404196874,-0.254404655,-0.7698133,-1.01716698,-0.901255597,-0.371725831,0.147150636
6,-0.00894332,0.009079129,-0.144860704,-0.135674739,-0.204046848,-0.24404982,-0.342678121,-0.348653322,-0.307268756,-0.437008105,-0.478252477,-0.393444807,-0.642241538,-0.594491725,-0.688551878,-0.698088178,-0.859227189,-0.794602468,-0.795465586,-0.940448965
2,-0.103755875,0.450365843,1.126192164,1.021704861,0.68990416,0.142893795,-0.494979348,-0.881236555,-0.966498842,-0.826887875,-0.178830727,0.492462325,0.818773299,0.965671614,0.73121236,0.114649531,-0.490130117,-0.909037525,-0.975183885,-0.682470044
1,0.263112949,-0.310170238,-0.742083465,-1.007085595,-0.908508031,-0.308775155,0.301784371,0.756828868,1.029182137,0.851033479,0.398553611,-0.311603373,-0.857392004,-1.002257579,-0.840613271,-0.296134852,0.313033807,0.814751345,0.988716392,0.957075783
5,0,-0.006198536,0.132699068,0.080861167,0.34712055,0.146417407,0.299271428,0.307289398,0.396914806,0.270623276,0.559449483,0.554977823,0.666572731,0.645127688,0.695145916,0.796895311,0.871816118,0.844784326,0.912567974,0.96879395
6,-0.019764795,-0.054245314,0.013596052,-0.130408458,-0.155151024,-0.257923466,-0.269894017,-0.296917816,-0.504993956,-0.325064613,-0.671311922,-0.51345122,-0.589838004,-0.652564255,-0.73734774,-0.699336093,-0.845011021,-0.84266798,-0.925436006,-0.897050124
2,-0.144740716,0.478167379,0.896513776,0.983510574,0.701967264,0.141280153,-0.493329435,-0.903201985,-0.971616506,-0.719491754,-0.101644827,0.486897932,0.882082683,1.023841568,0.714380518,0.086135272,-0.498175036,-0.88228866,-1.014508646,-0.655751362
2,-0.027038776,0.513021126,0.820639716,0.99066728,0.687094617,0.084005121,-0.487342616,-0.914687333,-0.952653727,-0.797455012,-0.132345925,0.512520807,0.89980806,1.065190103,0.722026854,0.128362508,-0.464605356,-0.984577011,-0.975116225,-0.650101287
3,0.770264466,1.031764802,0.762000404,0.388227661,-0.18528243,-0.747085359,-1.00299034,-0.851646458,-0.377946376,0.31499987,0.762884741,1.009341731,0.800087363,0.353539675,-0.349670718,-0.793190213,-1.003993355,-0.872758252,-0.307334976,0.257077882
3,0.749120695,0.983451338,0.921823972,0.373347449,-0.181139023,-0.781275315,-0.99450696,-0.847476203,-0.392327123,0.573571694,0.710772776,0.994541461,1.126440844,0.387862258,-0.184230828,-0.692067848,-0.990479395,-0.852066143,-0.380500159,-0.042147077
4,0.848131659,1.014225496,0.782577611,0.240521675,-0.966423008,-0.830424268,-0.991915659,-0.839255964,-0.305496371,0.164919502,0.40407007,1.037115457,0.860688209,0.349905231,-0.33347082,-0.825458622,-1.029262071,-0.779616198,-0.26535643,0.39053771
4,0.795596008,0.952127006,0.841757739,0.218561308,-0.35579849,-0.77073092,-0.98009323,-0.781498886,-0.101038104,0.223245501,0.654273145,1.067899693,0.829498599,0.236082248,-0.430106348,-0.818337081,-1.004408597,-0.780112172,-0.276937386,0.318390406
1,0.343813975,-0.283041637,-0.881948288,-1.05709195,-0.679171028,-0.29961423,0.302935803,0.815873591,1.048232571,0.880655304,0.277431944,-0.322664585,-0.819116004,-0.982013898,-0.826471933,-0.27578677,0.300998595,0.815523039,1.004757827,0.819686181
5,0.003828982,0.056489318,0.029613112,0.163380303,0.176235617,0.214492756,0.353927062,0.354826582,0.380805669,0.491181484,0.381715302,0.556988241,0.61505136,0.70549412,0.664023828,0.631744955,0.797134065,0.836647132,0.897239407,0.946308394
3,1.248908173,0.983662433,0.785434436,0.329216093,-0.123828986,-0.781237502,-0.929263545,-0.790735349,-0.506601219,0.453714514,-0.146003979,1.008503341,0.7477715,0.486039999,-0.186947232,-0.764683388,-0.995983128,-0.882325145,-0.370201533,0.219193429
2,-0.127406068,0.479548909,0.932097919,0.974203872,0.745995001,0.161033398,-0.494157116,-0.992927637,-0.797261536,-0.692301371,-0.12288863,0.505597981,0.966215825,0.936192542,0.797761691,0.126664675,-0.477579983,-0.949144742,-1.026071376,-0.66922466
5,-0.109426222,0.099368754,0.123755604,0.07254528,0.293206988,0.194946251,0.292507586,0.284316572,0.326574826,0.448472343,0.500960255,0.564635502,0.665707058,0.687818319,0.644596674,0.789771792,0.773343877,0.704017872,0.825679262,0.944746226
3,0.742778576,1.009844908,0.710010731,0.289297967,-0.180171389,-0.775857733,-1.02623679,-0.852631027,-0.487550937,0.181725741,0.884057631,0.924907369,0.954842274,0.346278473,-0.254488376,-0.699995949,-0.88682397,-0.834109029,-0.345663961,0.305382314
1,0.293969202,-0.313212973,-0.81706741,-1.032097014,-0.812170469,-0.308487515,0.299143363,0.813617644,0.996320687,0.809962331,0.321716511,-0.294893876,-0.780543003,-1.007737772,-0.795791078,-0.283837158,0.315423439,0.813426384,0.998297864,0.833131555
1,0.284081848,-0.30817161,-0.850408868,-0.979672883,-1.005761318,-0.259249646,0.442407296,0.825251256,1.152667401,0.804209673,0.211826911,-0.35373249,-0.849715455,-1.050152439,-0.798521359,-0.355899134,0.328953762,0.789300146,1.037922046,0.82128682
2,-0.092815638,0.51265425,0.876071876,1.059641209,0.618500707,0.117895963,-0.468514359,-0.908187261,-1.004190018,-0.668018998,-0.237217,0.499292761,0.899385413,0.990300245,0.681215701,0.037216156,-0.577474363,-0.950118285,-0.978136164,-0.677476418
5,-0.013110353,0.088112522,0.110666261,0.113580535,0.161724965,0.186606943,0.301899276,0.349116675,0.410762879,0.429998469,0.601152633,0.554607274,0.449776464,0.715244675,0.654838214,0.754071959,0.811257211,0.822507364,0.909021491,0.942562217
