class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9
0, 0.2197181633820394, 0.3305344194493418, 0.3938145273007659, 0.4045316334232794, 0.8796349275655104, 0.8771690864126193, 0.59271876686859, 0.8258684236599624, 0.5938134015268937, 0.4000697395144089
0, 0.2527703534224256, 0.35746152418574434, 0.29386059489270505, 0.4498588773137183, 0.8741115940801177, 0.8059140173286142, 0.5128139895075166, 0.7773010997721194, 0.5081612497329123, 0.35925681491132877
0, 0.35222747993690745, 0.31556265493060437, 0.4069820173031183, 0.4525230646053423, 0.7265902677762645, 0.8229086481410779, 0.6918755578762423, 0.8540533042702864, 0.5917899792095561, 0.33294868872703276
0, 0.19668521311077597, 0.45501212932645785, 0.43967171123134424, 0.38602616484278784, 0.9021401247319957, 0.8483591473964084, 0.6279324444946215, 0.7630400607681892, 0.5787404993098115, 0.5690366761807241
0, 0.07125994488066144, 0.41642728369367815, 0.490281175671084, 0.4125678033694645, 0.9213973372260491, 0.754736476423385, 0.6601172730832872, 0.8053644440040952, 0.6403019193005186, 0.4887647601130801
0, 0.21436326764078828, 0.3680070787544574, 0.4144583627381793, 0.47449647804469597, 0.8923785752921166, 0.7765042152077679, 0.5933407658031125, 0.7289857657122099, 0.5975143040288693, 0.470417246411817
0, 0.10911549061411259, 0.3195669896735024, 0.4032528293996184, 0.4020111052369412, 0.809673572326962, 0.7504012272428654, 0.6878316827840715, 0.7396456289837842, 0.5518957628871923, 0.3505189640450279
0, 0.17494670063959233, 0.396998157402866, 0.3554993596278, 0.45959753447849083, 0.8824791950420009, 0.830370821337791, 0.6849630081745407, 0.8208497638627432, 0.4793526812211079, 0.39701684974706675
0, 0.21266323470785015, 0.2788164296035102, 0.38267401134373613, 0.4533598995211363, 0.7939292533675684, 0.7068337615612951, 0.5453621741385333, 0.8066524654050662, 0.5433351195704891, 0.2608638854775116
0, 0.28112734647184234, 0.31498170658960456, 0.29138862751248074, 0.4201929511999095, 0.835075823237688, 0.7860879225956462, 0.722031745583737, 0.7030410515538822, 0.5053163165981001, 0.27839435824338077
0, 0.22205813530237636, 0.3624345480334584, 0.42456938236754754, 0.4316004192731173, 0.8672451433375258, 0.8812140348704824, 0.5975599860288385, 0.9457709964001453, 0.5061804596960457, 0.4039734513575392
0, 0.26552580035706236, 0.3646420191683126, 0.4239888000209101, 0.3145517108604572, 0.8150030303227782, 0.7606921126944653, 0.5454567264439513, 0.7114293734931801, 0.5747896366590131, 0.4003282860068515
