class, f0, f1
1, 0.5482517482517483, 0.9647058823529411
1, 0.6335664335664335, 0.9647058823529411
1, 0.6825174825174825, 0.9029411764705884
1, 0.5748251748251747, 0.8882352941176471
1, 0.6363636363636364, 0.8352941176470587
1, 0.5496503496503496, 0.7823529411764706
1, 0.5930069930069931, 0.7352941176470589
1, 0.6503496503496503, 0.7117647058823531
1, 0.5622377622377622, 0.6441176470588235
1, 0.6125874125874126, 0.6029411764705882
1, 0.5594405594405595, 0.5352941176470588
1, 0.5888111888111888, 0.48235294117647054
1, 0.648951048951049, 0.4764705882352941
1, 0.5622377622377622, 0.36470588235294116
1, 0.6237762237762237, 0.37058823529411766
1, 0.6825174825174825, 0.37941176470588234
1, 0.7244755244755244, 0.2882352941176471
1, 0.6377622377622377, 0.24117647058823527
1, 0.5832167832167833, 0.23529411764705882
1, 0.5594405594405595, 0.12352941176470586
1, 0.6153846153846154, 0.13823529411764704
1, 0.6937062937062937, 0.1676470588235294
1, 0.7706293706293708, 0.16470588235294123
1, 0.7734265734265734, 0.38235294117647056
1, 0.8153846153846154, 0.5588235294117647
1, 0.8237762237762238, 0.438235294117647
1, 0.8825174825174826, 0.5
1, 0.9272727272727272, 0.5735294117647058
1, 0.9818181818181818, 0.5
1, 0.9384615384615386, 0.4147058823529412
1, 0.8797202797202798, 0.3735294117647059
1, 0.8097902097902099, 0.27941176470588236
1, 0.8727272727272728, 0.2735294117647059
1, 0.8531468531468531, 0.1558823529411765
1, 0.9230769230769231, 0.16470588235294123
1, 0.9412587412587412, 0.2882352941176471
1, 1.0, 0.3235294117647059
1, 0.9734265734265736, 0.16176470588235295
1, 0.9874125874125875, 0.6882352941176471
1, 0.9258741258741259, 0.7470588235294118
1, 0.9902097902097902, 0.8058823529411764
1, 0.9454545454545455, 0.876470588235294
1, 0.9818181818181818, 0.9647058823529411
1, 0.8867132867132868, 0.9794117647058823
1, 0.8741258741258742, 0.8382352941176471
1, 0.7860139860139861, 0.85
1, 0.7300699300699302, 0.8970588235294118
1, 0.7552447552447552, 0.9764705882352942
1, 0.7944055944055943, 0.9852941176470589
1, 0.8223776223776224, 0.9205882352941176
2, 0.7328671328671329, 0.8147058823529413
2, 0.7188811188811189, 0.8117647058823529
2, 0.7062937062937062, 0.7882352941176469
2, 0.7076923076923078, 0.7617647058823529
2, 0.7174825174825175, 0.7735294117647058
2, 0.7286713286713288, 0.7911764705882353
