class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72, f73, f74, f75, f76, f77, f78, f79, f80, f81, f82, f83, f84, f85, f86, f87, f88, f89, f90, f91, f92, f93, f94, f95, f96, f97, f98, f99
0, 0.45266498257317495, 0.6096903728707658, 0.6282960481243696, 0.37541207523674996, 0.6653961114110236, 0.39684763661350403, 0.32602440000238864, 0.6485799688129681, 0.7159680213191206, 0.6829907221769277, 0.7229188038891946, 0.5985485181082805, 0.9294549346380245, 0.4524179958831592, 0.5141939191740633, 0.6869943799687073, 0.4712154301673632, 0.3998146478257628, 0.7090855484210302, 0.43088733213196506, 0.4655064899919781, 0.42118225702064715, 0.4692057590915236, 0.35928197193115013, 0.47385754666211527, 0.49750712916707573, 0.6278338060304532, 0.6017160826965218, 0.503461270489874, 0.795103442045352, 0.8111197941295054, 0.30749771673760573, 0.7652099938687922, 0.2514159725919442, 0.3775462135111622, 0.6109078394660631, 0.7929203518962037, 0.7013359789838467, 0.5396745146526668, 0.5891484993810835, 0.18782404621884075, 0.6567486381051203, 0.4043282571014612, 0.30617005823912297, 0.4875548591688103, 0.4606299374054212, 0.5108796271523817, 0.6382463839695195, 0.410716859628387, 0.3541475842509855, 0.6731956638595235, 0.20719979420942386, 0.6208034590620218, 0.4035228079850197, 0.4832418244070092, 0.52451166986666, 0.47162869064408736, 0.4140774464328028, 0.38698951126980585, 0.31742935669096084, 0.47323365964084446, 0.706690824834018, 0.6661258838869683, 0.5043662194631848, 0.23231649345336303, 0.22031979110146502, 0.4597972813024795, 0.4376401376096371, 0.3075555824028284, 0.47871826553037455, 0.5292822408418261, 0.7008325095647998, 0.9178752269036017, 0.23974946923664198, 0.3386300197401206, 0.6538729733099564, 0.6122844107874719, 0.6335773634863708, 0.3768221482085077, 0.5266049613432624, 0.516645132859073, 0.48786072915706025, 0.8061384602024889, 0.557475843468148, 0.6918497406530298, 0.6774745420072575, 0.5573739675687247, 0.41235121536614006, 0.7620531327100474, 0.5633928133956796, 0.559969874740844, 0.5439081114146069, 0.5087538562003198, 0.33269016486640135, 0.7158707803215053, 0.7367806485157874, 0.45683674298075294, 0.6341473889441203, 0.5552137263443591, 0.45640983982905675
0, 0.44508874191675996, 0.6041122333258406, 0.6466292995545432, 0.34824426288853716, 0.6738677955636351, 0.3955838641847104, 0.3365138929529019, 0.6331446661927076, 0.7046191024165708, 0.6858250376461236, 0.7532944413869015, 0.6133568287852851, 0.9494905369838479, 0.4469402816112714, 0.5171540373547121, 0.7046409126579872, 0.4495454998845048, 0.40115153229570155, 0.7164104063521413, 0.41427310460981603, 0.44033614582427244, 0.43364375355837687, 0.4560788157361092, 0.36610722500638937, 0.4536113176855382, 0.5095282867784947, 0.6418594425871057, 0.6064278837927928, 0.47774830290647863, 0.829447334210216, 0.8280392361819717, 0.2920341426708713, 0.7486093106770605, 0.22539005044261362, 0.3638788077388189, 0.5854459434779206, 0.8288643049767099, 0.7110427589290705, 0.5141671575703827, 0.6097484425625174, 0.12478569441479209, 0.6462034062337869, 0.38436846837942285, 0.2992439876670092, 0.5078355983922115, 0.4336289682078594, 0.5242441916462443, 0.6472459998275281, 0.42062166123742384, 0.36137193239566584, 0.6609307161661131, 0.17624013587290832, 0.6322414972558317, 0.4268271954179849, 0.4542034980602494, 0.5594118147378166, 0.4762783045507548, 0.42214608537209497, 0.3620730530348919, 0.30137373775468834, 0.47487533546816363, 0.7266875491503094, 0.6834755393677296, 0.4963537524904018, 0.23661910423337032, 0.20172036082474226, 0.4668783715664678, 0.44141542649461796, 0.30789773316571517, 0.47152188721273647, 0.5304351155287217, 0.7125529065647601, 0.9454750644883921, 0.201445611136095, 0.3306769873783553, 0.663650651203815, 0.6175772039601288, 0.6301087020954977, 0.3952915147056109, 0.5336267703837215, 0.528344156735126, 0.4935810317837394, 0.8143287516894487, 0.5836490281712794, 0.6985249915600854, 0.6920712949360254, 0.5653522307651141, 0.39301102096078294, 0.7759963125376689, 0.5582812984362945, 0.5717522510843479, 0.5334879749020368, 0.4735684208156005, 0.32353799507295816, 0.7364296021828585, 0.7372286254490452, 0.46510273239374234, 0.6131066222636333, 0.5300664275088981, 0.4504579087714341
0, 0.467852889800879, 0.6210517492961288, 0.5606776667427884, 0.485557577976144, 0.6557015275983574, 0.39769493224218194, 0.31051266280104384, 0.6716890291563398, 0.73963890739507, 0.6507965890726143, 0.6151167859108421, 0.5727189608297252, 0.8047032227767644, 0.43914818380259907, 0.5183233950379066, 0.6702759810683422, 0.497230476050482, 0.41007795003558967, 0.6876003547842789, 0.5033398809834223, 0.5220431635207361, 0.35242918525943917, 0.5601046032175205, 0.33369498183192026, 0.5382003235913414, 0.49951322770456325, 0.5676808264541378, 0.5622066835841757, 0.5736925789230871, 0.7346597843113537, 0.7489382106456018, 0.38616256828246964, 0.806169188490847, 0.30442493314924934, 0.39770333861741214, 0.699857247396846, 0.6971298819469327, 0.6679825610642223, 0.6042773357846152, 0.5286424759366608, 0.3551106625519994, 0.6739929211398012, 0.48583926578256503, 0.35347516272696133, 0.41735096644452707, 0.5084270976155553, 0.4516407060989052, 0.6181365193599724, 0.42350355802045886, 0.35883269894902536, 0.6786245744490235, 0.3332500371477554, 0.6002557481318246, 0.3534321484477935, 0.5332052913531388, 0.430791465011315, 0.4340888520965541, 0.3928564086417308, 0.4377829044421323, 0.3723331384769142, 0.47332186260324743, 0.6613138141121754, 0.6524850095574294, 0.5621855680681322, 0.2518539361450805, 0.22870014921323928, 0.3951326903742735, 0.44448544767096787, 0.3303703821899244, 0.4703625162836487, 0.5322575197512787, 0.6190703765960363, 0.8187276679086654, 0.36702364642270724, 0.3743791737754939, 0.6056501801758812, 0.5914960111990014, 0.6151950759259809, 0.32030423855973883, 0.5242259261015986, 0.510685175410135, 0.4779620911171996, 0.7796928821605349, 0.47487250547465576, 0.6730390846488933, 0.6331699124822642, 0.49342836309470717, 0.4380416088673326, 0.753971592882782, 0.5786381206241178, 0.5393795165332779, 0.5511236244269077, 0.6151118016618253, 0.39042612595540394, 0.6354761769728592, 0.7182782324500985, 0.45153644545179367, 0.6864867957445607, 0.6451048607110091, 0.5175087855616578
0, 0.4468491373789728, 0.6110741131603912, 0.6199686648146917, 0.3824273170771279, 0.6682016353943351, 0.3953492769571754, 0.3287491266518969, 0.650961456128016, 0.7141138634849494, 0.679566254759563, 0.7165585764079985, 0.5983655221025074, 0.9065449343103956, 0.44756143719570896, 0.5087405544697431, 0.6901953289887356, 0.4674312540685832, 0.4019310326515982, 0.7114331357409224, 0.4364914639116318, 0.4641997931707694, 0.41453210689972314, 0.48592419224009736, 0.356576483726512, 0.4824494366758914, 0.4992653858274225, 0.6186225500293124, 0.59679172704953, 0.5048570769505983, 0.7903061076054518, 0.8107609144711628, 0.31937053758623263, 0.7647621967241832, 0.2600561877175093, 0.3743914021993522, 0.6136808926448244, 0.7851931563165934, 0.6982514113241295, 0.5398475716989153, 0.5822036133902421, 0.18446470508316673, 0.6572444701081535, 0.4145920170488104, 0.3101129153819801, 0.4831374329776272, 0.4579519994313312, 0.5073483299979668, 0.6371217730112811, 0.42629054469091016, 0.357870097091331, 0.6633919514010447, 0.2144056598799448, 0.6225410841945305, 0.4069425660052039, 0.4768883276486057, 0.5250735859027398, 0.46821494077327236, 0.4195758661693787, 0.3900226642360094, 0.32174161567399895, 0.4764632784563178, 0.704270431776059, 0.6701892324301418, 0.5121061317326356, 0.236694106778271, 0.21327709576776993, 0.4511840342663945, 0.44507375085181683, 0.31087189177914976, 0.4779932081025447, 0.5254723314270849, 0.6943512804383087, 0.9071737365052068, 0.25098962527584007, 0.3433023780091198, 0.6501986475648933, 0.6105047140375436, 0.630554155922424, 0.3690021861295486, 0.5370032917516484, 0.5204759036047335, 0.4855561249683354, 0.7977979831266657, 0.5507280982839893, 0.685532668431205, 0.6699599871088174, 0.5447870025152969, 0.40711091484286893, 0.769216815065748, 0.5645004358953007, 0.5623592864530357, 0.5449413432013227, 0.5185683082258101, 0.3402385193607479, 0.6964890888582214, 0.7385353996164546, 0.45803527526965865, 0.6371829336614522, 0.5659222061400779, 0.468069825348332
0, 0.4459892414221597, 0.6143001736025125, 0.59324342293539, 0.39680672746096757, 0.6608117468295048, 0.40217858305305415, 0.30313963417911255, 0.6503204231852407, 0.7264917933498879, 0.6788516312353056, 0.7178632911392404, 0.5824846104789716, 0.8530387585047015, 0.4265953276794464, 0.49643161249361994, 0.677332702927973, 0.4613934766174587, 0.3967173772514162, 0.7073380888365459, 0.4523511665053897, 0.48307533803048314, 0.3759373433705919, 0.5124246316074084, 0.3535631938039625, 0.5309224791485612, 0.48985608639723927, 0.6241976692598988, 0.5664864285434519, 0.5183373191100734, 0.7638281289476949, 0.7877209399560983, 0.33283345683054455, 0.7810540203205746, 0.25999753351561256, 0.3866764696586862, 0.6218571753372204, 0.7687475248458332, 0.7010383991951261, 0.5461207817344977, 0.5819699132164043, 0.2173459749367596, 0.6495974178872171, 0.42830555749754706, 0.3228745460774238, 0.4643300008233553, 0.4662657733827455, 0.501707725565318, 0.6227159622756885, 0.38265939022470186, 0.360570979801475, 0.6567775281518338, 0.2275110684333553, 0.6105264051133961, 0.3985001474635398, 0.5080191110995391, 0.5081198958712417, 0.4767090254079373, 0.4224921527829623, 0.39215229091372805, 0.33087279961531574, 0.4875961434015059, 0.7028555050152886, 0.647040779923634, 0.4943234871610702, 0.24142762206400095, 0.23389836543678783, 0.450794137060008, 0.44216933019718185, 0.3131105744189307, 0.46956971390499297, 0.5378369675126605, 0.6809811856668695, 0.8601043756568262, 0.26696873986843345, 0.3497152496120653, 0.6465683459992643, 0.6145968190787808, 0.6671760919608366, 0.36608954428824214, 0.5811275435184746, 0.4866245030194143, 0.4639499062025395, 0.7706707250546079, 0.5151273708043105, 0.6684421235201913, 0.6690657659580702, 0.4983546434878784, 0.42353597197688686, 0.7566696455345188, 0.5596038118015768, 0.5616600993221816, 0.5614091561536644, 0.5154124164020807, 0.35524590992356764, 0.700955630754107, 0.7262012667801097, 0.4406777458674483, 0.6760693210407667, 0.5787047780028386, 0.485342857647412
0, 0.4582530118840319, 0.6027996103785601, 0.6595695169929785, 0.36501424200972044, 0.6268091183323876, 0.38886564681205027, 0.3358583295015496, 0.6404960662704787, 0.710380231360911, 0.6758005785462068, 0.7087834158869932, 0.6243952606316919, 0.9412495768126072, 0.4110676772687129, 0.548862801727894, 0.7141217299752874, 0.4228418134856471, 0.41454161845637894, 0.6850280054165039, 0.4453752151163801, 0.4754144799791238, 0.4076313789227303, 0.4979853318913072, 0.37722781216316825, 0.47322377438473234, 0.49892184263138595, 0.6479144550251137, 0.5880671368112489, 0.5161624031409177, 0.7686974310603288, 0.8037480774304018, 0.32321029564657966, 0.7378282385915739, 0.2251825048051327, 0.34607431754707846, 0.5983632525727149, 0.7712875044788503, 0.7070106757587613, 0.5100802492711968, 0.6015603122315492, 0.14992333520951806, 0.6443910384323741, 0.39021332709753165, 0.30805220966084274, 0.47474794098787676, 0.4639349147611933, 0.5015446582408527, 0.6265449955706076, 0.42876796473246653, 0.40227806726509124, 0.6451059914820889, 0.22908086067754313, 0.6327416356392006, 0.4129493056997712, 0.4706331202645351, 0.5394226626454114, 0.4905266465468735, 0.4189848011226849, 0.36618956807530784, 0.29335948180763904, 0.4506864333995217, 0.6836791467807375, 0.7138971411835634, 0.47808542612591814, 0.24942225952609148, 0.20294000949538796, 0.4669665161849116, 0.4495506437170722, 0.2976666047406458, 0.48971180427800043, 0.5230637872945678, 0.6884485799016192, 0.9221863953377282, 0.2727340587970758, 0.349044607677874, 0.6591141596230545, 0.6112999443423115, 0.6056959305255046, 0.3787971804466666, 0.571057060190675, 0.525931643881832, 0.5191070388369349, 0.7961303553019187, 0.571968525368998, 0.7398410409520977, 0.7260403979524784, 0.5956591059100558, 0.40387353672045745, 0.7806872871618714, 0.5500637540767999, 0.5633661843016249, 0.5621406249053679, 0.49252966740975934, 0.3065687575011054, 0.7129225980049277, 0.7568153580206898, 0.4294492539627461, 0.5840409137989707, 0.5207587470916636, 0.39423508220460196
0, 0.46845349531151637, 0.6306919590414907, 0.5337266612128798, 0.5000290011732292, 0.6297884266789008, 0.4021381815175891, 0.3020340501257024, 0.7106499393149066, 0.7469414329840711, 0.6586098642998692, 0.5998497156485049, 0.5380980767294331, 0.7665198160909498, 0.4453678627166656, 0.4737098474191554, 0.6537500182785059, 0.5263541157000063, 0.4073710934348566, 0.6965165149468394, 0.5133619382589432, 0.5228300810886564, 0.35290862331570166, 0.569210997701771, 0.33492285511095304, 0.5673005550514559, 0.46593807956770383, 0.5523524749259265, 0.5765621038179836, 0.602596953234599, 0.6707452941563782, 0.7357021381794532, 0.42664423612666785, 0.8276829508627485, 0.35577954442228615, 0.42227380621680466, 0.7151809752649123, 0.6417706192128538, 0.6565650885920296, 0.6269273095671201, 0.4838580821028281, 0.39781553869145814, 0.6934959542243685, 0.5145513959436753, 0.3533097636176773, 0.40082260684283144, 0.5294001637656811, 0.45215907023533064, 0.6077825599535893, 0.4337145999693981, 0.3505265050513275, 0.6749465907681281, 0.3542699147918368, 0.5890533663712748, 0.3363440036438327, 0.5555728773400682, 0.4008250265968943, 0.43741947472098663, 0.39537476750489337, 0.4720813709834018, 0.38859135308926, 0.48408783798462746, 0.6305795912861998, 0.6262808279678271, 0.5544618487545853, 0.23665569318293134, 0.2472999186109604, 0.3900335311597493, 0.44869040029896023, 0.32139285677651125, 0.5072311209116854, 0.5169099161278683, 0.6348885209143904, 0.7823925193465175, 0.4009360129474884, 0.37621649202505947, 0.6089509161185451, 0.5805946939670439, 0.6481706383315056, 0.2858976184636968, 0.5530818194754068, 0.49018952656293635, 0.46961043994335966, 0.7447530788602373, 0.4336101797666621, 0.6348403444238205, 0.6052751723358571, 0.49337270546051337, 0.4497072609269849, 0.7431174792246235, 0.586498180676345, 0.5282640841759763, 0.5885402724194945, 0.6623886261793781, 0.3992519739751121, 0.5849550541618617, 0.7322734786484077, 0.44592090011738733, 0.7218736802060254, 0.6559049016635986, 0.5315804474897133
0, 0.4455473712608628, 0.601140798368365, 0.6349002853120655, 0.360249328967609, 0.6740394050351933, 0.39748667317637704, 0.3340789088672451, 0.6383712336945635, 0.7113042214281388, 0.6800234242546455, 0.7359134103834158, 0.6081378847380258, 0.9298677471141349, 0.44877039192947105, 0.5054023453547287, 0.6974083881282322, 0.45684348816698517, 0.3992599188943819, 0.7187615872512875, 0.4245367875567608, 0.45484569959503995, 0.41709260538878157, 0.47316310666486405, 0.35765795672996786, 0.47121169108695693, 0.49972387392739614, 0.626412347693819, 0.6069828632918229, 0.5033271035956728, 0.809153981726336, 0.815161213786421, 0.3168738834990493, 0.7620631514408338, 0.24412630806389998, 0.37057270986747654, 0.6063705678671221, 0.8009174571444735, 0.6976272986417752, 0.531870979714348, 0.5910833744816998, 0.1517267369265506, 0.6503954733208285, 0.40313855292435796, 0.3075610825625214, 0.4952894094047141, 0.4329847047228218, 0.5124004740858064, 0.6424786722798435, 0.4238736631090158, 0.36855217895743864, 0.6675531508001048, 0.1976500250048332, 0.6260795208280026, 0.4116080855393238, 0.4599192530007551, 0.5351392729113246, 0.4711854427624594, 0.416786725570837, 0.379200056805502, 0.3140650191870716, 0.48276667637044085, 0.7143350904004404, 0.6750788663190577, 0.5047384971226774, 0.2419644520588727, 0.20950997015735215, 0.4601160222687005, 0.44276047276750713, 0.3110737402138842, 0.47910783007328883, 0.5313928899592597, 0.7055255594137224, 0.9261966179421038, 0.23056961628162354, 0.33414598154031977, 0.650311016973938, 0.6115941711220927, 0.6332204570378493, 0.3807118238227468, 0.5460381160176446, 0.526760792327895, 0.4877791306195302, 0.80866077651182, 0.5735236987640269, 0.6998714873953482, 0.6738627089062166, 0.5625278734145602, 0.39719492763024394, 0.7806589334861364, 0.5624460738824978, 0.5608484648179332, 0.5454158667094656, 0.4996554752415051, 0.3420413113511465, 0.7153863483121286, 0.7370454541771331, 0.4665220119749869, 0.6232893018113406, 0.5587424945346361, 0.4524182810320165
0, 0.45538106021588004, 0.6170420011404174, 0.5952290445948251, 0.4169350627226423, 0.6528079558605656, 0.39817066807193746, 0.31988653939173173, 0.6657398278821492, 0.7234768336260675, 0.6734353284569877, 0.6856083654375343, 0.5814658476823416, 0.8683106359277906, 0.4430360232216095, 0.5033243079502213, 0.6837193225741985, 0.4823384116251234, 0.40357765439121257, 0.7052021960036131, 0.45699507284502155, 0.4767035866508162, 0.3981309215040317, 0.5087407056914965, 0.35247463691620456, 0.5041551357498768, 0.4916786347128444, 0.6037125869472216, 0.5930248258602884, 0.5320505879805294, 0.7595667239856004, 0.7891620997861323, 0.3512569431280982, 0.7837055487431024, 0.28428699049801925, 0.3892001856358443, 0.6422416010157923, 0.7449519820091651, 0.6858695768822313, 0.5647430793365139, 0.5521039779760415, 0.2411523332621677, 0.666947457297362, 0.4428242878047487, 0.32375950668037, 0.4602014975087263, 0.47735385826750126, 0.49353964448915383, 0.6294240222018391, 0.4233509922320064, 0.35788061362263973, 0.6692520640083801, 0.25399845657067904, 0.6128447181940188, 0.3862036078831041, 0.5003581703856068, 0.4904652748438696, 0.4579540341716349, 0.4101063607631574, 0.4139893692560508, 0.34293566909608625, 0.47684375330399026, 0.6842711784392572, 0.6589923182257921, 0.5216192528367066, 0.23583767567017322, 0.2250768109061313, 0.43583907271304406, 0.4452862470964953, 0.31232871091679765, 0.48546964031781703, 0.5238140841406568, 0.6793289834426208, 0.8746381484666094, 0.2907426242195425, 0.34992309412484524, 0.6401609807232588, 0.6011747988733533, 0.6359678957092187, 0.34444720457584077, 0.5450182421856473, 0.5101999544787575, 0.4820615129232706, 0.7854378984260015, 0.518071189082856, 0.6712712833313881, 0.6510130878986117, 0.5296559751681325, 0.41647936355864257, 0.7618815261699974, 0.5715149894813297, 0.5531247358578908, 0.5581379116120474, 0.5578082145511045, 0.35799886299033545, 0.6676972859204365, 0.7355954136617778, 0.45707535677635125, 0.6598033664870038, 0.5834118927122458, 0.48088155826725765
0, 0.46981698427361884, 0.6370968376911754, 0.5255513287101409, 0.5148693882476295, 0.6311107814949665, 0.4021180324142242, 0.29506386637923315, 0.7120867423691932, 0.7468389558476167, 0.6517632506134118, 0.5892911392405064, 0.5346153391736314, 0.7514467002304324, 0.4467809311803166, 0.4632565242108495, 0.6546314078348987, 0.5272717065475316, 0.40770564645017393, 0.6938500791404159, 0.5204335935010227, 0.5148917046014672, 0.3418780200582966, 0.5844489319994592, 0.3427505472647872, 0.5715061975230807, 0.46260971426505004, 0.5535051811829576, 0.5670184848865901, 0.6047030204027831, 0.6515300786591351, 0.7234599118314146, 0.43957970739777014, 0.8312718971708855, 0.36541868572477043, 0.424180898470833, 0.7220622967887497, 0.6225875850981576, 0.6484913084791236, 0.6413258284404798, 0.4674432152544322, 0.404819368696181, 0.6946284970267789, 0.5290609654081758, 0.3656354093867763, 0.3908953116150489, 0.5322102898980634, 0.44450005618398386, 0.5979018007635802, 0.42392510971209857, 0.35077601823770077, 0.6772331433572698, 0.37045719699814184, 0.593553684914124, 0.3290763197986817, 0.5662673796443356, 0.38597329295346133, 0.425116997188727, 0.39787711274349097, 0.4802984752359891, 0.403366223211171, 0.48143146600854797, 0.6116786554281813, 0.615237673875892, 0.5628059239497558, 0.2397417453985315, 0.25200233993488874, 0.39688848104403335, 0.4448413788808043, 0.32674121343847845, 0.5067011067909031, 0.5191442231443448, 0.6336716294117041, 0.7707444826597879, 0.41522950939686454, 0.3819467572964095, 0.5962156138063521, 0.5782021723364422, 0.6452414120157681, 0.27268893934479405, 0.5598370250913058, 0.49567225351135036, 0.46094967156296807, 0.7431318760840862, 0.42423831145533053, 0.631400875241118, 0.5831284556112221, 0.4730135620885884, 0.45616881064771847, 0.7336669467396242, 0.5885412204466497, 0.5209083734354477, 0.5952938290746337, 0.6771501272264632, 0.4042036510643674, 0.5649648373253682, 0.7251608864759743, 0.4375676453868246, 0.7247696824469816, 0.6681352720235598, 0.5290236636233598
