class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9
0, 0.357459766487851, 0.4141114660243319, 0.4904823611627322, 0.7740823445578683, 0.699899694905337, 0.6013370863369445, 0.4819323934423941, 0.22623461980755152, 0.7460148478718746, 0.19427096874700664
0, 0.261694540864626, 0.406162224433157, 0.5267710055839812, 0.9413943391223651, 0.8850206414882303, 0.6845352506012476, 0.4486768610294143, 0.05833223488343551, 0.9051003065501637, 0.12140784256348014
0, 0.3228042495003681, 0.42552442792061573, 0.5063191014886906, 0.7800692695214106, 0.7205504706445066, 0.5970878499134771, 0.4747031877444361, 0.25481280141086415, 0.7583706963068003, 0.20153870282867428
0, 0.4449083131727499, 0.3799067916426664, 0.5124672116371146, 0.6601368818772372, 0.5007810794871438, 0.5328733487361981, 0.5268204543155088, 0.36032808047016684, 0.6280305716013597, 0.21023956312544667
0, 0.3398657129834157, 0.4149374247263968, 0.4380743388357099, 0.9669685469972161, 0.9322894173481376, 0.6998531159280962, 0.4350623977336557, 0.07994791074829433, 0.8345431985485788, 0.15689284763178918
0, 0.4017632621577083, 0.41997940339669404, 0.3428167167793181, 0.5800924698395864, 0.4420185471550039, 0.5559161815184535, 0.536414424220857, 0.36288481730126765, 0.6362380872938086, 0.28458765648338297
0, 0.37956628449212854, 0.4865579235831108, 0.43775886281745124, 0.6949323876441734, 0.5191113711613564, 0.4970673617918596, 0.5274295343457919, 0.356561382137841, 0.6046191062081622, 0.18436855606349753
0, 0.46962704673749167, 0.4207310048698748, 0.4970649602400066, 0.5324473021344293, 0.4113275100653376, 0.4878965633540001, 0.5635036929270939, 0.43714609080620154, 0.5300393093237128, 0.26779872234403235
0, 0.3988724098033028, 0.40057984674730757, 0.49423207461925883, 0.6893166677714437, 0.5949169464528681, 0.5534160002773777, 0.5234720492343761, 0.31733990282127383, 0.6701353408545868, 0.23001017872236507
0, 0.25471617404719327, 0.42755790612836214, 0.5454386730199567, 0.9672916942860931, 0.9400073371319243, 0.7087336134427294, 0.3969465755384137, 0.053221033876194805, 0.8474667903989322, 0.12811348380720003
0, 0.2565520143052487, 0.43647204622017416, 0.5079361302943776, 0.9502228887710461, 0.8852296104354448, 0.7004160664697706, 0.4284587393459838, 0.1000177267086956, 0.8695868871603445, 0.19553620393654453
0, 0.3084541215244907, 0.4252685413066625, 0.5118686863066716, 0.9284601617393611, 0.9317321668222323, 0.7086667906460692, 0.47679334610245294, 0.1384983205079838, 0.7570370988259337, 0.17532507176157155
0, 0.46795967883314044, 0.3511895411146602, 0.39424264612604354, 0.5590663529099827, 0.45671835165294433, 0.5388940196749008, 0.5231661834636411, 0.3978868854172821, 0.7073076762663442, 0.18620483126162474
0, 0.3560383577013428, 0.41855160496413046, 0.5044989550900136, 0.7907165583985152, 0.7210747505142957, 0.618209212089883, 0.4768111391380495, 0.20619298476866638, 0.7629470523220654, 0.18371278108589179
0, 0.32786508186949964, 0.4024949817597877, 0.5147069467040267, 0.8427888439612886, 0.803555258355275, 0.6447221022703991, 0.4499952900788126, 0.14295999672737683, 0.8142081830125331, 0.18207702777096504
0, 0.3696690158129098, 0.44530065804402086, 0.5304519486068979, 0.7291118421052631, 0.6725609841044287, 0.5758032131678734, 0.46044503521974395, 0.26555609594240176, 0.6905261401789251, 0.20722068249017653
0, 0.4569051225412853, 0.4214627079296922, 0.47072877742193214, 0.5895772570595254, 0.46566408009547555, 0.5191519808861585, 0.5475832766398375, 0.3847723026994595, 0.5664953183325339, 0.23802258055348247
0, 0.43294695136916655, 0.4192236127838578, 0.49243681020918234, 0.607033839321225, 0.49287323014911083, 0.5197826998301062, 0.5365588966922398, 0.37661983482343736, 0.5874575104790106, 0.2509344003974649
0, 0.4223456400546965, 0.41883088094116, 0.4916075033216787, 0.630134313270582, 0.5265836363383067, 0.5334924052109173, 0.5308321209647313, 0.35097019640284166, 0.6180541363418347, 0.23882008924013257
0, 0.27553346656849337, 0.4154715400324658, 0.48787948927381536, 0.9601368818772372, 0.9397426431321194, 0.6960896055878988, 0.41906401655101183, 0.06214756803192625, 0.9116843576001501, 0.13236181094944216
0, 0.2966579011956102, 0.43035345865842795, 0.6033498323025187, 0.8845659883335544, 0.8167017270122549, 0.6276611705967088, 0.4314894864092607, 0.17379083392801134, 0.8078759410255876, 0.23638182734907964
0, 0.3096153711300445, 0.40629173866750445, 0.45175331221999415, 0.8588384926421849, 0.8081525751939928, 0.7447255694909805, 0.4662804531293065, 0.12483466435158877, 0.8051753800596417, 0.25928168956265174
0, 0.4223396795343781, 0.39153968337086104, 0.5872394123577576, 0.7220502452605064, 0.691631954602657, 0.4414274547133712, 0.5400825108415408, 0.29823778334325723, 0.734334661022251, 0.1785181590722731
0, 0.42434802426282386, 0.4440104030301443, 0.42158278825160633, 0.555690292324009, 0.49813692574172364, 0.5120652972196043, 0.5872668152908462, 0.1827887294495175, 0.5019706796237983, 0.28955475721063006
0, 0.28686757126327966, 0.4066223316053132, 0.48590567767809656, 0.937939148879756, 0.9026390456155993, 0.6827171662090986, 0.4260249311828182, 0.08386005899812275, 0.8894125497883344, 0.14698148777763856
0, 0.30969145541881415, 0.4703939885845944, 0.47042793459464394, 0.981597176189845, 0.783670702089225, 0.6359055907355866, 0.42122011380565116, 0.1393469298704132, 0.8352272016349341, 0.07867352405894185
0, 0.5056285543985133, 0.42060533068021155, 0.48689934367634724, 0.500332261699589, 0.362824517165638, 0.5092139810941918, 0.5720928796458139, 0.45235606139804635, 0.5251298146101392, 0.2970894853903229
0, 0.3698180288208688, 0.40572515752910576, 0.44453186029586866, 0.9240893875116002, 0.8312924032822055, 0.6675465001560249, 0.40577017677904187, 0.1638497865976991, 0.8897868746480929, 0.16455425722168243
0, 0.27071946986431045, 0.4082320085179173, 0.48869605471366795, 0.9674284104467719, 0.9353264327143208, 0.6937662525964754, 0.41714829971845135, 0.054277818433049824, 0.9187954872479304, 0.13569647407794141
0, 0.30463798604537, 0.3942706533312387, 0.48773482654939343, 0.9012619315922047, 0.8542511249494991, 0.6599826008567187, 0.4318913996839119, 0.11209552423331984, 0.8829708256000667, 0.1282219024632087
0, 0.3113989691806037, 0.4045382346267301, 0.4823315625132144, 0.6799917970303593, 0.6483962794239886, 0.556842559817435, 0.5290577017677904, 0.23938465594276542, 0.6286311596771839, 0.11293960870338653
0, 0.30130675642509025, 0.3932767799479848, 0.5956543317583642, 0.9019952273631182, 0.8281857316002841, 0.6369293664127191, 0.4174211262642649, 0.11175917129909499, 0.8825417596396471, 0.18560168669955712
0, 0.46389369236702777, 0.4147583390061266, 0.5027668971626076, 0.5512615173008087, 0.426500048759421, 0.49358595712624154, 0.5563337275711808, 0.4363833878012972, 0.5283251308572977, 0.268964380787372
0, 0.40898215350092915, 0.4072479097938594, 0.4579078765515077, 0.6345713741217022, 0.5480707522417724, 0.6103077315866947, 0.5429955901182364, 0.36538791947528937, 0.6754514837444998, 0.17794711906368382
0, 0.3707096525367273, 0.43003194218987273, 0.5194747185197219, 0.7236692960360599, 0.7228161584077495, 0.5967105532738443, 0.5116797323369233, 0.24598490048043925, 0.7299506808750235, 0.2229528084116035
0, 0.4490101328845412, 0.4394910195318636, 0.4409531270517069, 0.5907807735648946, 0.47586037159322564, 0.5027907973661732, 0.5488707144078233, 0.3682510101951301, 0.6305387566992681, 0.3263569963190287
0, 0.3062581957154377, 0.3884411164057182, 0.5069276363668735, 0.9062831433116797, 0.7492809146338631, 0.613560299693939, 0.436859145445855, 0.15653729199525465, 0.9093993076554125, 0.0
0, 0.31222607902948696, 0.446287549527849, 0.47489745638418857, 0.8177942297494366, 0.7965153267113395, 0.6108687909171429, 0.5145168144186386, 0.21793988373097217, 0.8346083665255563, 0.25938563463333963
0, 0.25747589495459483, 0.4020861915484107, 0.4874129519875546, 1.0, 0.974310750755771, 0.709256533346782, 0.4042256715126522, 0.02418104878481135, 0.9483056325985861, 0.12694824640718466
0, 0.45146229094351525, 0.4090450507060446, 0.5035401750641523, 0.47072906999867425, 0.39683853201636454, 0.400214022070435, 0.5074346978149453, 0.39070665933356663, 0.6060267345108752, 0.2593878977412078
0, 0.3505529259142386, 0.38283150931210835, 0.5141228598262712, 0.5703893510539574, 0.5665301402878199, 0.5976403987934072, 0.5196873658980773, 0.40065725181471495, 0.5957776364356766, 0.3446486972393242
0, 0.3413218330353073, 0.40631373165069556, 0.4535443480273569, 0.796983130054355, 0.705233511189126, 0.5938138480790022, 0.48244629817638823, 0.22963542069115978, 0.7994718787145746, 0.1954735737420541
0, 0.45673994600469825, 0.4204674381665532, 0.4936455229112372, 0.5545588625215432, 0.43611912158742094, 0.4971931273384039, 0.556979161215369, 0.42177703436708824, 0.5494499822743103, 0.26435426164263737
0, 0.4354268784404473, 0.4277408318933165, 0.485402529594655, 0.6025876640593928, 0.4781399906196161, 0.5103754999889679, 0.5524621025785945, 0.40232492602508096, 0.5824270640001667, 0.25345944984374025
0, 0.2994845903018828, 0.4345380600792445, 0.5838487406553443, 0.9112836404613549, 0.9512173602113836, 0.6800259726341735, 0.4013941366714463, 0.08027244587672205, 0.9442073488624279, 0.1284124245674569
