0.0735044 -0.106006 0.140696 0.105182 0.126981 -0.0341336 -0.0983706 -0.184842 0.206567 0.0319915 0.0979515 -0.201666 -0.108561 -0.18838 0.1577 0.0802631 -0.00161143 0.051269 0.0414503 -0.311072 0.169308 -0.148319 0.0343676 -0.0404682 -0.0192782 0.125908 -0.090039 -0.0301089 -0.116783 -0.0282014 -0.00448204 0.00679592 -0.0064733 0.0660222 0.195134 0.11651 -0.0656352 0.0210353 0.133996 -0.224902 -0.138452 -0.0597903 -0.0551394 -0.0927042 -0.0479617 0.151758 0.14982 0.0299437 0.0227767 -0.0285812 0
0.0595656 -0.0876645 0.114012 0.0870559 0.117292 -0.02189 -0.0843499 -0.167773 0.186657 0.0210242 0.0877714 -0.191494 -0.0996717 -0.158405 0.133602 0.076685 -0.0103186 0.0450516 0.0343467 -0.278104 0.152822 -0.127205 0.0285217 -0.0418162 -0.0360472 0.116081 -0.083303 -0.0258038 -0.108571 -0.0180882 -0.00785634 0.0113999 -0.0159645 0.0594228 0.192039 0.0990018 -0.0445687 0.0214894 0.1164 -0.205684 -0.137683 -0.0497719 -0.0499312 -0.0705236 -0.0404113 0.131106 0.139785 0.0407834 0.0278938 -0.0330017 0
0.0122944 -0.0137697 -0.0078181 0.0305007 0.0268316 -0.0101725 -0.0101607 -0.102519 0.0449151 -0.00210539 0.0195688 -0.047151 -0.0835881 0.0121607 0.0198537 -0.0117846 -0.0445575 0.00392853 0.0223841 -0.0971474 0.0592488 -0.0272756 -0.00625715 -0.0334465 -0.0107584 0.0543684 -0.0150196 -0.0393801 -0.0395551 -0.0263643 0.0114822 0.0171117 -0.0343843 0.0405401 0.0578933 0.0230389 0.0219857 -0.0406974 0.052901 -0.0768556 -0.0537512 -0.0166255 -0.0215921 0.0194762 0.0215275 0.0141818 0.0569012 0.0308415 0.0297753 -0.0116397 0
0.0134397 -0.0218269 0.00879389 0.0403106 0.024412 -0.00950024 -0.0335539 -0.105889 0.0777075 0.0110574 0.0352145 -0.0540341 -0.0945092 -0.0195909 0.0437439 -0.00449674 -0.0350667 0.00565011 0.0159051 -0.131504 0.0836524 -0.0418557 0.00885992 -0.0293977 -0.0109347 0.0715883 -0.0184741 -0.0461729 -0.055027 -0.011633 0.0121985 0.0252017 -0.0349717 0.0553928 0.0823677 0.0418214 0.0219122 -0.0301621 0.0628857 -0.0987357 -0.0646495 -0.0114529 -0.0438895 3.75633e-05 0.0184099 0.0395403 0.0696265 0.0336642 0.0474707 -0.00933135 0
0.08265 -0.129587 0.142403 0.113744 0.162301 -0.0263101 -0.104131 -0.207199 0.229645 0.0144648 0.122221 -0.244317 -0.0953908 -0.234007 0.180523 0.0975756 0.00360879 0.0608486 0.0433699 -0.331932 0.193964 -0.152467 0.0136561 -0.0515162 -0.0627985 0.152751 -0.0834285 -0.0320561 -0.144913 -0.0206851 -0.0325455 -0.00871595 -0.0107995 0.0548243 0.2675 0.140985 -0.0692584 0.0426905 0.150905 -0.249525 -0.172039 -0.0617132 -0.0643938 -0.0920715 -0.0634114 0.153058 0.183295 0.0605442 0.0346761 -0.0442401 0
0.0446748 -0.0655665 0.0801439 0.0696942 0.0877898 -0.0184106 -0.0611799 -0.14922 0.143266 0.0149609 0.0647965 -0.148248 -0.0931548 -0.107589 0.101038 0.0495257 -0.0202958 0.0337014 0.0291201 -0.223434 0.125131 -0.0964543 0.0191004 -0.0382077 -0.0269595 0.0984895 -0.0614688 -0.0317125 -0.0867486 -0.0208749 -0.00517868 0.011621 -0.0211429 0.0529092 0.152395 0.0782615 -0.0233707 0.00300528 0.0971821 -0.168255 -0.111126 -0.0391041 -0.0412708 -0.0410551 -0.0202535 0.0958852 0.112957 0.0364146 0.0277418 -0.0273438 0
0.0839272 -0.131509 0.163129 0.0980151 0.152265 -0.0195052 -0.105253 -0.187896 0.225182 0.0403124 0.103711 -0.25613 -0.116458 -0.237422 0.173344 0.101907 0.010563 0.0731048 0.035932 -0.343495 0.182555 -0.161021 0.0290421 -0.0424599 -0.0421875 0.138234 -0.0939927 -0.0204636 -0.114677 -0.00299634 -0.0230797 0.0140329 -0.0163065 0.0755662 0.255011 0.116826 -0.0617859 0.0523715 0.140259 -0.247013 -0.174964 -0.0616219 -0.0682298 -0.107171 -0.0771536 0.185701 0.164056 0.0553327 0.0207493 -0.0544808 0
-0.00581437 -0.000856888 -0.0252379 0.019261 0.0116315 -0.0106425 0.0151241 -0.0878406 0.0157366 -0.00961223 0.00112767 -0.0235165 -0.0831725 0.0542097 -0.00285102 -0.036383 -0.046041 0.0046086 0.0132583 -0.0676942 0.0475041 -0.00737445 -0.00839658 -0.0247082 -6.40624e-05 0.0472134 0.00879396 -0.0409639 -0.028285 -0.0278012 0.0103401 0.0172556 -0.0450792 0.0261374 0.0288618 0.00847942 0.0431256 -0.0481331 0.0367304 -0.060205 -0.0366771 -0.0159844 -0.0112845 0.0428625 0.0320398 -0.0104728 0.0337449 0.0317399 0.0365499 -0.0135693 0
0.0234811 -0.0329039 0.0303567 0.0468208 0.0475566 -0.0120124 -0.0274492 -0.117212 0.0848876 0.00497836 0.0343371 -0.0888357 -0.0821743 -0.0336913 0.053485 0.0124686 -0.0379434 0.0158667 0.0288806 -0.144832 0.086552 -0.05763 0.0034656 -0.0343565 -0.0201681 0.0704633 -0.0376339 -0.0378917 -0.059538 -0.0220524 0.00250541 0.0120278 -0.0222588 0.044957 0.0911946 0.0410991 0.00815692 -0.0205239 0.0683194 -0.113211 -0.0796061 -0.0227448 -0.0339493 -0.00612382 0.00301948 0.0485026 0.0732474 0.0303797 0.0271562 -0.0173474 0
0.00842964 -0.00897257 -0.0114586 0.0263458 0.0174294 -0.00901169 -0.0028471 -0.0974138 0.0369238 -0.00337011 0.0134246 -0.037309 -0.0778915 0.0235197 0.011144 -0.0205874 -0.0452319 1.14705e-06 0.0197759 -0.0844947 0.0533432 -0.0210133 -0.00729966 -0.0312072 -0.00784907 0.0499323 -0.0102164 -0.0437503 -0.0355349 -0.024915 0.00557537 0.0165688 -0.0359029 0.039771 0.0471414 0.0209295 0.0318258 -0.0421399 0.0490865 -0.0713404 -0.0484262 -0.0184954 -0.0182618 0.028484 0.0278325 0.00844614 0.0507105 0.0283431 0.0325469 -0.0107352 0
